,Conta,Descrição,31/03/2018,31/03/2017,01/04/2017 a 31/03/2018,01/04/2016 a 31/03/2017
60,1.02.03,Imobilizado,2.093.787,2.372.269,,
61,1.02.03.01,Imobilizado em Operação,2.060.112,2.356.876,,
62,1.02.03.02,Imobilizado Arrendado,,,,
63,1.02.03.03,Imobilizado em Andamento,33.675,15.393,,
64,1.02.04,Intangível,12.841,16.606,,
65,1.02.04.01,Intangíveis,,,,
66,1.02.04.01.01,Contrato de Concessão,,,,
67,1.02.05,Diferido,,,,
68,2,Passivo Total,5.598.412,4.877.107,,
69,2.01,Passivo Circulante,952.890,1.746.482,,
70,2.01.01,Obrigações Sociais e Trabalhistas,63.473,61.050,,
71,2.01.01.01,Obrigações Sociais,,,,
72,2.01.01.02,Obrigações Trabalhistas,,,,
73,2.01.02,Fornecedores,320.685,320.457,,
74,2.01.02.01,Fornecedores Nacionais,,,,
75,2.01.02.02,Fornecedores Estrangeiros,,,,
76,2.01.03,Obrigações Fiscais,83.622,20.396,,
77,2.01.03.01,Obrigações Fiscais Federais,68.959,13.273,,
78,2.01.03.01.01,Imposto de Renda e Contribuição Social a Pagar,,,,
79,2.01.03.02,Obrigações Fiscais Estaduais,14.663,7.123,,
80,2.01.03.03,Obrigações Fiscais Municipais,,,,
81,2.01.04,Empréstimos e Financiamentos,181.456,760.635,,
82,2.01.04.01,Empréstimos e Financiamentos,,,,
83,2.01.04.01.01,Em Moeda Nacional,,,,
84,2.01.04.01.02,Em Moeda Estrangeira,,,,
85,2.01.04.02,Debêntures,,,,
86,2.01.04.03,Financiamento por Arrendamento Financeiro,,,,
87,2.01.05,Outras Obrigações,303.654,583.944,,
88,2.01.05.01,Passivos com Partes Relacionadas,,,,
89,2.01.05.01.01,Débitos com Coligadas,,,,
90,2.01.05.01.02,Débitos com Controladas,,,,
91,2.01.05.01.03,Débitos com Controladores,,,,
92,2.01.05.01.04,Débitos com Outras Partes Relacionadas,,,,
93,2.01.05.02,Outros,303.654,583.944,,
94,2.01.05.02.01,Dividendos e JCP a Pagar,,,,
95,2.01.05.02.02,Dividendo Mínimo Obrigatório a Pagar,,,,
96,2.01.05.02.03,Obrigações por Pagamentos Baseados em Ações,,,,
97,2.01.05.02.04,Adiantamentos de clientes no País,17.054,21.154,,
98,2.01.05.02.05,Adiantamentos de clientes no Exterior,75.979,465.117,,
99,2.01.05.02.06,Instrumentos financeiros derivativos,46.222,15.792,,
100,2.01.05.02.07,Outras Obrigações,164.399,81.881,,
101,2.01.06,Provisões,,,,
102,2.01.06.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,,,,
103,2.01.06.01.01,Provisões Fiscais,,,,
104,2.01.06.01.02,Provisões Previdenciárias e Trabalhistas,,,,
105,2.01.06.01.03,Provisões para Benefícios a Empregados,,,,
106,2.01.06.01.04,Provisões Cíveis,,,,
107,2.01.06.01.05,Provisões e encargos sobre a folha de pagamento,,,,
108,2.01.06.02,Outras Provisões,,,,
109,2.01.06.02.01,Provisões para Garantias,,,,
110,2.01.06.02.02,Provisões para Reestruturação,,,,
111,2.01.06.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
112,2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
113,2.01.07.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
114,2.01.07.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
115,2.02,Passivo Não Circulante,3.050.732,3.808.426,,
116,2.02.01,Empréstimos e Financiamentos,1.887.859,1.614.768,,
117,2.02.01.01,Empréstimos e Financiamentos,,,,
118,2.02.01.01.01,Em Moeda Nacional,,,,
119,2.02.01.01.02,Em Moeda Estrangeira,,,,
120,2.02.01.02,Debêntures,,,,
121,2.02.01.03,Financiamento por Arrendamento Financeiro,,,,
122,2.02.02,Outras Obrigações,1.036.756,1.326.406,,
123,2.02.02.01,Passivos com Partes Relacionadas,,,,
124,2.02.02.01.01,Débitos com Coligadas,,,,
125,2.02.02.01.02,Débitos com Controladas,,,,
126,2.02.02.01.03,Débitos com Controladores,,,,
127,2.02.02.01.04,Débitos com Outras Partes Relacionadas,,,,
128,2.02.02.02,Outros,1.036.756,1.326.406,,
129,2.02.02.02.01,Obrigações por Pagamentos Baseados em Ações,,,,
130,2.02.02.02.02,Adiantamento para Futuro Aumento de Capital,,,,
131,2.02.02.02.03,Instrumentos Financeiros Derivativos,,,,
132,2.02.02.02.04,Impostos e contribuições a Recolher,29,0,,
133,2.02.02.02.05,Outras Obrigações,22.454,445.796,,
134,2.02.02.02.06,Provisão para passivo a descoberto,,,,
135,2.02.02.02.07,Adiantamento de Clientes no Exterior,1.013.659,879.571,,
136,2.02.02.02.08,Fornecedores,614,1.039,,
137,2.02.03,Tributos Diferidos,0,81.967,,
138,2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,0,81.967,,
139,2.02.04,Provisões,126.117,785.285,,
140,2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,126.117,112.960,,
141,2.02.04.01.01,Provisões Fiscais,,,,
142,2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,,,,
143,2.02.04.01.03,Provisões para Benefícios a Empregados,,,,
144,2.02.04.01.04,Provisões Cíveis,,,,
145,2.02.04.01.05,"Provisão para Disputas Trabalhistas, Cíveis e Tributárias",,,,
146,2.02.04.02,Outras Provisões,0,672.325,,
147,2.02.04.02.01,Provisões para Garantias,,,,
148,2.02.04.02.02,Provisões para Reestruturação,,,,
149,2.02.04.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
150,2.02.04.02.04,Provisão para perda em investimentos,0,672.325,,
151,2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
152,2.02.05.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
153,2.02.05.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
154,2.02.06,Lucros e Receitas a Apropriar,,,,
155,2.02.06.01,Lucros a Apropriar,,,,
156,2.02.06.02,Receitas a Apropriar,,,,
157,2.02.06.03,Subvenções de Investimento a Apropriar,,,,
158,2.03,Patrimônio Líquido,1.594.790,-677.801,,
159,2.03.01,Capital Social Realizado,2.618.214,2.618.214,,
160,2.03.02,Reservas de Capital,4.809.059,1.355.616,,
161,2.03.02.01,Ágio na Emissão de Ações,,,,
162,2.03.02.02,Reserva Especial de Ágio na Incorporação,,,,
163,2.03.02.03,Alienação de Bônus de Subscrição,,,,
164,2.03.02.04,Opções Outorgadas,,,,
165,2.03.02.05,Ações em Tesouraria,,,,
166,2.03.02.06,Adiantamento para Futuro Aumento de Capital,3.459.250,0,,
167,2.03.02.07,Reserva de Capital,1.349.809,1.355.616,,
168,2.03.03,Reservas de Reavaliação,,,,
169,2.03.04,Reservas de Lucros,,,,
170,2.03.04.01,Reserva Legal,,,,
171,2.03.04.02,Reserva Estatutária,,,,
172,2.03.04.03,Reserva para Contingências,,,,
173,2.03.04.04,Reserva de Lucros a Realizar,,,,
174,2.03.04.05,Reserva de Retenção de Lucros,,,,
175,2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,,,,
176,2.03.04.07,Reserva de Incentivos Fiscais,,,,
177,2.03.04.08,Dividendo Adicional Proposto,,,,
178,2.03.04.09,Ações em Tesouraria,,,,
179,2.03.04.10,Reserva de Lucros,,,,
180,2.03.05,Lucros/Prejuízos Acumulados,-5.418.431,-4.148.598,,
181,2.03.06,Ajustes de Avaliação Patrimonial,,,,
182,2.03.07,Ajustes Acumulados de Conversão,,,,
183,2.03.08,Outros Resultados Abrangentes,-414.052,-503.033,,
184,3.01,Receita de Venda de Bens e/ou Serviços,,,2.590.793,3.062.234
185,3.02,Custo dos Bens e/ou Serviços Vendidos,,,-2.493.853,-2.864.461
186,3.03,Resultado Bruto,,,96.940,197.773
187,3.04,Despesas/Receitas Operacionais,,,-1.122.911,-492.199
188,3.04.01,Despesas com Vendas,,,-98.397,-114.868
189,3.04.01.01,Despesas com Vendas,,,,
190,3.04.02,Despesas Gerais e Administrativas,,,-141.441,-143.742
191,3.04.02.01,Despesas Gerais e Administrativas,,,,
192,3.04.03,Perdas pela Não Recuperabilidade de Ativos,,,,
193,3.04.03.01,Perdas decorrentes de mudanças no valor justo menos custos estimados de venda do ativo biológico,,,,
194,3.04.04,Outras Receitas Operacionais,,,58.000,74.155
195,3.04.04.01,Outras Receitas Operacionais,,,,
196,3.04.05,Outras Despesas Operacionais,,,-348.449,-58.767
197,3.04.05.01,Outras Despesas Operacionais,,,,
198,3.04.06,Resultado de Equivalência Patrimonial,,,-592.624,-248.977
199,3.04.06.01,Resultado de Equivalência Patrimonial,,,,
200,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,,,-1.025.971,-294.426
201,3.06,Resultado Financeiro,,,-492.519,-248.381
202,3.06.01,Receitas Financeiras,,,57.641,189.532
203,3.06.01.01,Receitas Financeiras,,,18.319,27.999
204,3.06.01.02,Variação Cambial,,,0,161.533
205,3.06.01.03,Derivativos,,,39.322,0
206,3.06.02,Despesas Financeiras,,,-550.160,-437.913
207,3.06.02.01,Despesas Financeiras,,,-420.911,-392.364
208,3.06.02.02,Variação Cambial,,,-129.249,0
209,3.06.02.03,Derivativos,,,0,-45.549
210,3.07,Resultado Antes dos Tributos sobre o Lucro,,,-1.518.490,-542.807
211,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,,,248.657,-57.325
212,3.08.01,Corrente,,,,
213,3.08.02,Diferido,,,,
214,3.09,Resultado Líquido das Operações Continuadas,,,-1.269.833,-600.132
215,3.10,Resultado Líquido de Operações Descontinuadas,,,,
216,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,,,,
217,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,,,,
218,3.11,Lucro/Prejuízo do Período,,,-1.269.833,-600.132
219,3.99,Lucro por Ação - (Reais / Ação),,,,
220,3.99.01,Lucro Básico por Ação,,,,
221,3.99.01.01,PNA,,,,
222,3.99.01.02,PNB,,,,
223,3.99.01.03,ON,,,-556878,-281574
224,3.99.02,Lucro Diluído por Ação,,,,
225,3.99.02.01,PNA,,,,
226,3.99.02.02,PNB,,,,
227,3.99.02.03,ON,,,-556878,-281574
