,Conta,Descrição,31/12/2019,31/12/2018,01/01/2019 a 31/12/2019,01/01/2018 a 31/12/2018
54,1.02.01.10.01,Ativos Não-Correntes a Venda,,,,
55,1.02.01.10.02,Ativos de Operações Descontinuadas,,,,
56,1.02.01.10.03,Tributos a compensar,87.433,104.458,,
57,1.02.01.10.04,Depósitos vinculados a litígios,226.268,214.571,,
58,1.02.01.10.05,Serviço em curso,16.600,35.596,,
59,1.02.01.10.06,Ativo indenizável (concessão),3.613.155,3.378.495,,
60,1.02.01.10.07,Instrumentos financeiros derivativos - swap,128.279,98.364,,
61,1.02.01.10.08,Ativos financeiros setoriais,26.458,0,,
62,1.02.01.10.09,Ativos contratuais,801.077,677.482,,
63,1.02.02,Investimentos,,,,
64,1.02.02.01,Participações Societárias,,,,
65,1.02.02.01.01,Participações em Coligadas,,,,
66,1.02.02.01.02,Participações em Controladas,,,,
67,1.02.02.01.03,Participações em Controladas em Conjunto,,,,
68,1.02.02.01.04,Outros Investimentos,,,,
69,1.02.02.02,Propriedades para Investimento,,,,
70,1.02.03,Imobilizado,106.893,61.175,,
71,1.02.03.01,Imobilizado em Operação,106.893,47.613,,
72,1.02.03.01.01,Imobilizado em Operação,63.639,47.613,,
73,1.02.03.01.02,Ativo de direito de uso,43.254,0,,
74,1.02.03.02,Direito de Uso em Arrendamento,,,,
75,1.02.03.03,Imobilizado em Andamento,0,13.562,,
76,1.02.04,Intangível,2.649.716,2.673.290,,
77,1.02.04.01,Intangíveis,2.649.716,2.673.290,,
78,1.02.04.01.01,Contrato de Concessão,2.492.873,2.541.981,,
79,1.02.04.01.02,Softwares,154.759,128.914,,
80,1.02.04.01.03,Bens de renda,2.084,2.395,,
81,1.02.04.01.04,Ativos Contratuais,,,,
0,2,Passivo Total,10.567.762,9.696.399,,
1,2.01,Passivo Circulante,3.609.669,3.244.933,,
2,2.01.01,Obrigações Sociais e Trabalhistas,38.864,48.143,,
3,2.01.01.01,Obrigações Sociais,,,,
4,2.01.01.02,Obrigações Trabalhistas,38.864,48.143,,
5,2.01.02,Fornecedores,899.501,758.868,,
6,2.01.02.01,Fornecedores Nacionais,899.501,758.868,,
7,2.01.02.01.01,Fornecedores Nacionais,868.298,731.353,,
8,2.01.02.01.02,Fornecedores Estrangeiros,,,,
9,2.01.02.01.03,Partes Relacionadas,31.203,27.515,,
10,2.01.02.02,Fornecedores Estrangeiros,,,,
11,2.01.03,Obrigações Fiscais,202.650,119.762,,
12,2.01.03.01,Obrigações Fiscais Federais,94.972,64.741,,
13,2.01.03.01.01,Imposto de Renda e Contribuição Social a Pagar,,,,
14,2.01.03.02,Obrigações Fiscais Estaduais,104.807,53.245,,
15,2.01.03.03,Obrigações Fiscais Municipais,2.871,1.776,,
16,2.01.04,Empréstimos e Financiamentos,1.876.718,1.762.742,,
17,2.01.04.01,Empréstimos e Financiamentos,1.260.803,1.761.231,,
18,2.01.04.01.01,Em Moeda Nacional,1.036.946,1.315.944,,
19,2.01.04.01.02,Em Moeda Estrangeira,223.857,445.287,,
20,2.01.04.02,Debêntures,615.915,1.511,,
21,2.01.04.03,Financiamento por Arrendamento,,,,
22,2.01.05,Outras Obrigações,591.936,555.418,,
23,2.01.05.01,Passivos com Partes Relacionadas,,,,
24,2.01.05.01.01,Débitos com Coligadas,,,,
25,2.01.05.01.02,Débitos com Controladas,,,,
26,2.01.05.01.03,Débitos com Controladores,,,,
27,2.01.05.01.04,Débitos com Outras Partes Relacionadas,,,,
28,2.01.05.02,Outros,591.936,555.418,,
29,2.01.05.02.01,Dividendos e JCP a Pagar,,,,
30,2.01.05.02.02,Dividendo Mínimo Obrigatório a Pagar,,,,
31,2.01.05.02.03,Obrigações por Pagamentos Baseados em Ações,,,,
32,2.01.05.02.04,Passivos financeiros setoriais,,,,
33,2.01.05.02.05,Instrumentos financeiros derivativos -swap,6.523,7.680,,
34,2.01.05.02.06,Dividendos a pagar,112.824,87.184,,
35,2.01.05.02.07,Obrigações com Contribuição de Iluminação Pública,,,,
36,2.01.05.02.08,Energia livre e encargo emergencial,,,,
37,2.01.05.02.09,Outras Obrigações,112.087,84.657,,
38,2.01.05.02.10,Repasse CCRTB,,,,
39,2.01.05.02.11,Taxas regulamentares,347.743,375.897,,
40,2.01.05.02.12,Obrigações por arrendamentos,12.759,0,,
41,2.01.06,Provisões,,,,
42,2.01.06.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,,,,
43,2.01.06.01.01,Provisões Fiscais,,,,
44,2.01.06.01.02,Provisões Previdenciárias e Trabalhistas,,,,
45,2.01.06.01.03,Provisões para Benefícios a Empregados,,,,
46,2.01.06.01.04,Provisões Cíveis,,,,
47,2.01.06.02,Outras Provisões,,,,
48,2.01.06.02.01,Provisões para Garantias,,,,
49,2.01.06.02.02,Provisões para Reestruturação,,,,
50,2.01.06.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
51,2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
52,2.01.07.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
53,2.01.07.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
54,2.02,Passivo Não Circulante,3.297.117,2.955.915,,
55,2.02.01,Empréstimos e Financiamentos,2.113.882,1.848.907,,
56,2.02.01.01,Empréstimos e Financiamentos,1.115.264,1.250.981,,
57,2.02.01.01.01,Em Moeda Nacional,419.954,581.165,,
58,2.02.01.01.02,Em Moeda Estrangeira,695.310,669.816,,
59,2.02.01.02,Debêntures,998.618,597.926,,
60,2.02.01.03,Financiamento por Arrendamento,,,,
61,2.02.02,Outras Obrigações,556.843,504.804,,
62,2.02.02.01,Passivos com Partes Relacionadas,,,,
63,2.02.02.01.01,Débitos com Coligadas,,,,
64,2.02.02.01.02,Débitos com Controladas,,,,
65,2.02.02.01.03,Débitos com Controladores,,,,
66,2.02.02.01.04,Débitos com Outras Partes Relacionadas,,,,
67,2.02.02.02,Outros,556.843,504.804,,
68,2.02.02.02.01,Obrigações por Pagamentos Baseados em Ações,,,,
69,2.02.02.02.02,Adiantamento para Futuro Aumento de Capital,,,,
70,2.02.02.02.03,Fornecedores,0,454,,
71,2.02.02.02.04,Benefícios pós-emprego,463.222,429.975,,
72,2.02.02.02.05,Passivos Financeiros Setoriais,0,6.111,,
73,2.02.02.02.06,Outros,4.506,269,,
74,2.02.02.02.07,Instrumentos financeiros derivativos -swap,4.169,5.617,,
75,2.02.02.02.08,Taxas regulamentares,51.058,62.378,,
76,2.02.02.02.09,Obrigações por arrendamentos,33.888,0,,
77,2.02.03,Tributos Diferidos,,,,
78,2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,,,,
79,2.02.04,Provisões,626.392,602.204,,
80,2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,626.392,602.204,,
81,2.02.04.01.01,Provisões Fiscais,23.864,30.811,,
82,2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,285.477,283.327,,
83,2.02.04.01.03,Provisões para Benefícios a Empregados,,,,
84,2.02.04.01.04,Provisões Cíveis,315.607,283.636,,
85,2.02.04.01.05,Provisões regulatórias,1.444,4.430,,
86,2.02.04.02,Outras Provisões,,,,
87,2.02.04.02.01,Provisões para Garantias,,,,
88,2.02.04.02.02,Provisões para Reestruturação,,,,
89,2.02.04.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
90,2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
91,2.02.05.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
92,2.02.05.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
93,2.02.06,Lucros e Receitas a Apropriar,,,,
94,2.02.06.01,Lucros a Apropriar,,,,
95,2.02.06.02,Receitas a Apropriar,,,,
96,2.02.06.03,Subvenções de Investimento a Apropriar,,,,
97,2.03,Patrimônio Líquido,3.660.976,3.495.551,,
98,2.03.01,Capital Social Realizado,2.498.230,2.498.230,,
99,2.03.02,Reservas de Capital,23.254,23.254,,
100,2.03.02.01,Ágio na Emissão de Ações,,,,
101,2.03.02.02,Reserva Especial de Ágio na Incorporação,2.308,2.308,,
102,2.03.02.03,Alienação de Bônus de Subscrição,,,,
103,2.03.02.04,Opções Outorgadas,,,,
104,2.03.02.05,Ações em Tesouraria,,,,
105,2.03.02.06,Adiantamento para Futuro Aumento de Capital,,,,
106,2.03.02.07,Remuneração de bens e direitos constituídos com capital,20.946,20.946,,
107,2.03.03,Reservas de Reavaliação,,,,
108,2.03.04,Reservas de Lucros,1.138.795,976.874,,
109,2.03.04.01,Reserva Legal,135.904,121.941,,
110,2.03.04.02,Reserva Estatutária,,,,
111,2.03.04.03,Reserva para Contingências,,,,
112,2.03.04.04,Reserva de Lucros a Realizar,,,,
113,2.03.04.05,Reserva de Retenção de Lucros,1.002.891,854.933,,
114,2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,,,,
115,2.03.04.07,Reserva de Incentivos Fiscais,,,,
116,2.03.04.08,Dividendo Adicional Proposto,,,,
117,2.03.04.09,Ações em Tesouraria,,,,
118,2.03.04.10,Expirados,,,,
119,2.03.05,Lucros/Prejuízos Acumulados,,,,
120,2.03.06,Ajustes de Avaliação Patrimonial,,,,
121,2.03.07,Ajustes Acumulados de Conversão,,,,
122,2.03.08,Outros Resultados Abrangentes,697,-2.807,,
123,2.03.08.01,Fundo de Pensão,,,,
124,2.03.08.02,Instrumentos financeiros derivativos - swap,697,-2.807,,
0,3.01,Receita de Venda de Bens e/ou Serviços,,,5.904.286,5.460.889
1,3.01.01,Receita Bruta de Vendas e/ou Serviços,,,,
2,3.01.02,Deduções da Receita Bruta,,,,
3,3.02,Custo dos Bens e/ou Serviços Vendidos,,,-4.931.168,-4.532.888
4,3.03,Resultado Bruto,,,973.118,928.001
5,3.04,Despesas/Receitas Operacionais,,,-329.818,-306.488
6,3.04.01,Despesas com Vendas,,,-141.810,-149.241
7,3.04.02,Despesas Gerais e Administrativas,,,-264.635,-219.021
8,3.04.03,Perdas pela Não Recuperabilidade de Ativos,,,,
9,3.04.04,Outras Receitas Operacionais,,,76.627,61.774
10,3.04.05,Outras Despesas Operacionais,,,,
11,3.04.06,Resultado de Equivalência Patrimonial,,,,
12,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,,,643.300,621.513
13,3.06,Resultado Financeiro,,,-220.700,-351.957
14,3.06.01,Receitas Financeiras,,,709.997,951.425
15,3.06.02,Despesas Financeiras,,,-930.697,-1.303.382
16,3.07,Resultado Antes dos Tributos sobre o Lucro,,,422.600,269.556
17,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,,,-143.342,-98.310
18,3.08.01,Corrente,,,-73.316,-4.677
19,3.08.02,Diferido,,,-70.026,-93.633
20,3.09,Resultado Líquido das Operações Continuadas,,,279.258,171.246
21,3.10,Resultado Líquido de Operações Descontinuadas,,,,
22,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,,,,
23,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,,,,
24,3.11,Lucro/Prejuízo do Período,,,279.258,171.246
25,3.99,Lucro por Ação - (Reais / Ação),,,,
26,3.99.01,Lucro Básico por Ação,,,,
27,3.99.01.01,ON,,,167587,102768
28,3.99.02,Lucro Diluído por Ação,,,,
