,Conta,Descrição,31/12/2012,31/12/2011,01/01/2012 a 31/12/2012,01/01/2011 a 31/12/2011
48,1.02.01.08.04,Créditos com Outras Partes Relacionadas,235,659,,
49,1.02.01.09,Outros Ativos Não Circulantes,1.281.201,804.602,,
50,1.02.01.09.01,Ativos Não-Correntes a Venda,,,,
51,1.02.01.09.02,Ativos de Operações Descontinuadas,,,,
52,1.02.01.09.03,Ativos Regulatórios,,,,
53,1.02.01.09.04,Tributos a Compensar,90.699,74.046,,
54,1.02.01.09.05,Depósitos Vinculados a Litígios,150.412,145.646,,
55,1.02.01.09.06,Cauções e Depósitos,8.027,23.374,,
56,1.02.01.09.07,Ativo Indenizável (Concessão),1.032.063,561.536,,
57,1.02.02,Investimentos,,,,
58,1.02.02.01,Participações Societárias,,,,
59,1.02.02.01.01,Participações em Coligadas,,,,
60,1.02.02.01.02,Participações em Controladas,,,,
61,1.02.02.01.03,Participações em Controladas em Conjunto,,,,
62,1.02.02.01.04,Outras Participações Societárias,,,,
63,1.02.02.02,Propriedades para Investimento,,,,
64,1.02.03,Imobilizado,43.104,41.394,,
65,1.02.03.01,Imobilizado em Operação,24.042,25.180,,
66,1.02.03.02,Imobilizado Arrendado,,,,
67,1.02.03.03,Imobilizado em Andamento,19.062,16.214,,
68,1.02.04,Intangível,2.633.075,2.565.506,,
69,1.02.04.01,Intangíveis,2.633.075,2.565.506,,
70,1.02.04.01.01,Contrato de Concessão,,,,
71,1.02.04.01.02,Softwares,33.792,37.371,,
72,1.02.04.01.03,Direito de Uso da Concessão,2.599.283,2.528.135,,
73,1.02.05,Diferido,,,,
0,2,Passivo Total,5.229.122,4.658.509,,
1,2.01,Passivo Circulante,1.061.647,1.109.160,,
2,2.01.01,Obrigações Sociais e Trabalhistas,32.526,29.547,,
3,2.01.01.01,Obrigações Sociais,,,,
4,2.01.01.02,Obrigações Trabalhistas,32.526,29.547,,
5,2.01.02,Fornecedores,450.433,317.865,,
6,2.01.02.01,Fornecedores Nacionais,450.433,317.865,,
7,2.01.02.02,Fornecedores Estrangeiros,,,,
8,2.01.03,Obrigações Fiscais,60.554,53.261,,
9,2.01.03.01,Obrigações Fiscais Federais,57.315,50.805,,
10,2.01.03.01.01,Imposto de Renda e Contribuição Social a Pagar,,,,
11,2.01.03.02,Obrigações Fiscais Estaduais,2.624,0,,
12,2.01.03.03,Obrigações Fiscais Municipais,615,2.456,,
13,2.01.04,Empréstimos e Financiamentos,248.710,567.248,,
14,2.01.04.01,Empréstimos e Financiamentos,176.967,248.859,,
15,2.01.04.01.01,Em Moeda Nacional,176.967,248.859,,
16,2.01.04.01.02,Em Moeda Estrangeira,,,,
17,2.01.04.02,Debêntures,71.743,318.389,,
18,2.01.04.03,Financiamento por Arrendamento Financeiro,,,,
19,2.01.05,Outras Obrigações,269.424,141.239,,
20,2.01.05.01,Passivos com Partes Relacionadas,1.005,1.279,,
21,2.01.05.01.01,Débitos com Coligadas,,,,
22,2.01.05.01.02,Débitos com Controladas,,,,
23,2.01.05.01.03,Débitos com Controladores,,,,
24,2.01.05.01.04,Débitos com Outras Partes Relacionadas,1.005,1.279,,
25,2.01.05.02,Outros,268.419,139.960,,
26,2.01.05.02.01,Dividendos e JCP a Pagar,10.849,24.007,,
27,2.01.05.02.02,Dividendo Mínimo Obrigatório a Pagar,117.177,0,,
28,2.01.05.02.03,Obrigações por Pagamentos Baseados em Ações,,,,
29,2.01.05.02.04,Taxas Regulamentares,33.613,35.954,,
30,2.01.05.02.05,Parcelamento Especial,6.956,7.215,,
31,2.01.05.02.06,"Programas de Pesquisa, Desenvolvimento e de Eficiência Energética",44.090,23.028,,
32,2.01.05.02.07,Obrigações com Contribuição de Iluminação Pública,15.461,13.659,,
33,2.01.05.02.08,Energia livre,27.489,25.205,,
34,2.01.05.02.09,Outras Obrigações,12.784,10.892,,
35,2.01.06,Provisões,,,,
36,2.01.06.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,,,,
37,2.01.06.01.01,Provisões Fiscais,,,,
38,2.01.06.01.02,Provisões Previdenciárias e Trabalhistas,,,,
39,2.01.06.01.03,Provisões para Benefícios a Empregados,,,,
40,2.01.06.01.04,Provisões Cíveis,,,,
41,2.01.06.02,Outras Provisões,,,,
42,2.01.06.02.01,Provisões para Garantias,,,,
43,2.01.06.02.02,Provisões para Reestruturação,,,,
44,2.01.06.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
45,2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
46,2.01.07.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
47,2.01.07.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
48,2.02,Passivo Não Circulante,2.114.649,1.913.613,,
49,2.02.01,Empréstimos e Financiamentos,1.107.447,844.324,,
50,2.02.01.01,Empréstimos e Financiamentos,278.491,389.640,,
51,2.02.01.01.01,Em Moeda Nacional,278.491,389.640,,
52,2.02.01.01.02,Em Moeda Estrangeira,,,,
53,2.02.01.02,Debêntures,828.956,454.684,,
54,2.02.01.03,Financiamento por Arrendamento Financeiro,,,,
55,2.02.02,Outras Obrigações,491.180,543.233,,
56,2.02.02.01,Passivos com Partes Relacionadas,99,99,,
57,2.02.02.01.01,Débitos com Coligadas,,,,
58,2.02.02.01.02,Débitos com Controladas,,,,
59,2.02.02.01.03,Débitos com Controladores,,,,
60,2.02.02.01.04,Débitos com Outras Partes Relacionadas,99,99,,
61,2.02.02.02,Outros,491.081,543.134,,
62,2.02.02.02.01,Obrigações por Pagamentos Baseados em Ações,,,,
63,2.02.02.02.02,Adiantamento para Futuro Aumento de Capital,,,,
64,2.02.02.02.03,Obrigações com Benefícios Pós-Emprego,480.896,529.230,,
65,2.02.02.02.04,"Programas de Pesquisa, Desenvolvimento e de Eficiência Energética",4.380,2.266,,
66,2.02.02.02.05,Parcelamento Especial,1.006,7.721,,
67,2.02.02.02.06,Energia livre,4.217,3.892,,
68,2.02.02.02.07,OUtras Obrigações,582,25,,
69,2.02.03,Tributos Diferidos,119.111,28.686,,
70,2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,119.111,28.686,,
71,2.02.04,Provisões,396.911,497.370,,
72,2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,396.911,497.370,,
73,2.02.04.01.01,Provisões Fiscais,27.187,21.327,,
74,2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,155.112,153.594,,
75,2.02.04.01.03,Provisões para Benefícios a Empregados,,,,
76,2.02.04.01.04,Provisões Cíveis,214.612,322.449,,
77,2.02.04.02,Outras Provisões,,,,
78,2.02.04.02.01,Provisões para Garantias,,,,
79,2.02.04.02.02,Provisões para Reestruturação,,,,
80,2.02.04.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
81,2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
82,2.02.05.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
83,2.02.05.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
84,2.02.06,Lucros e Receitas a Apropriar,,,,
85,2.02.06.01,Lucros a Apropriar,,,,
86,2.02.06.02,Receitas a Apropriar,,,,
87,2.02.06.03,Subvenções de Investimento a Apropriar,,,,
88,2.03,Patrimônio Líquido,2.052.826,1.635.736,,
89,2.03.01,Capital Social Realizado,998.230,998.230,,
90,2.03.02,Reservas de Capital,23.254,23.254,,
91,2.03.02.01,Ágio na Emissão de Ações,,,,
92,2.03.02.02,Reserva Especial de Ágio na Incorporação,,,,
93,2.03.02.03,Alienação de Bônus de Subscrição,,,,
94,2.03.02.04,Opções Outorgadas,,,,
95,2.03.02.05,Ações em Tesouraria,,,,
96,2.03.02.06,Adiantamento para Futuro Aumento de Capital,,,,
97,2.03.03,Reservas de Reavaliação,,,,
98,2.03.04,Reservas de Lucros,1.032.946,614.252,,
99,2.03.04.01,Reserva Legal,77.884,53.215,,
100,2.03.04.02,Reserva Estatutária,,,,
101,2.03.04.03,Reserva para Contingências,,,,
102,2.03.04.04,Reserva de Lucros a Realizar,,,,
103,2.03.04.05,Reserva de Retenção de Lucros,955.062,561.037,,
104,2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,,,,
105,2.03.04.07,Reserva de Incentivos Fiscais,,,,
106,2.03.04.08,Dividendo Adicional Proposto,,,,
107,2.03.04.09,Ações em Tesouraria,,,,
108,2.03.05,Lucros/Prejuízos Acumulados,,,,
109,2.03.06,Ajustes de Avaliação Patrimonial,,,,
110,2.03.07,Ajustes Acumulados de Conversão,,,,
111,2.03.08,Outros Resultados Abrangentes,-1.604,0,,
0,3.01,Receita de Venda de Bens e/ou Serviços,,,3.690.989,3.312.371
1,3.01.01,Receita Bruta de Vendas e/ou Serviços,,,,
2,3.01.02,Deduções da Receita Bruta,,,,
3,3.02,Custo dos Bens e/ou Serviços Vendidos,,,-2.709.667,-2.544.709
4,3.03,Resultado Bruto,,,981.322,767.662
5,3.04,Despesas/Receitas Operacionais,,,-274.914,-187.417
6,3.04.01,Despesas com Vendas,,,-88.054,-49.442
7,3.04.02,Despesas Gerais e Administrativas,,,-186.860,-137.975
8,3.04.03,Perdas pela Não Recuperabilidade de Ativos,,,,
9,3.04.04,Outras Receitas Operacionais,,,,
10,3.04.05,Outras Despesas Operacionais,,,,
11,3.04.06,Resultado de Equivalência Patrimonial,,,,
12,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,,,706.408,580.245
13,3.06,Resultado Financeiro,,,58.488,-220.936
14,3.06.01,Receitas Financeiras,,,384.385,88.491
15,3.06.02,Despesas Financeiras,,,-325.897,-309.427
16,3.07,Resultado Antes dos Tributos sobre o Lucro,,,764.896,359.309
17,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,,,-271.520,-148.957
18,3.08.01,Corrente,,,-183.089,-88.719
19,3.08.02,Diferido,,,-88.431,-60.238
20,3.09,Resultado Líquido das Operações Continuadas,,,493.376,210.352
21,3.10,Resultado Líquido de Operações Descontinuadas,,,,
22,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,,,,
23,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,,,,
24,3.11,Lucro/Prejuízo do Período,,,493.376,210.352
25,3.99,Lucro por Ação - (Reais / Ação),,,,
26,3.99.01,Lucro Básico por Ação,,,,
27,3.99.01.01,ON,,,000014,000005
28,3.99.02,Lucro Diluído por Ação,,,,
