,Conta,Descrição,31/12/2017,31/12/2016,01/01/2017 a 31/12/2017,01/01/2016 a 31/12/2016
48,2.01.06.02.02,Provisões para Reestruturação,,,,
49,2.01.06.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
50,2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
51,2.01.07.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
52,2.01.07.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
53,2.02,Passivo Não Circulante,3.288.332,3.686.333,,
54,2.02.01,Empréstimos e Financiamentos,2.007.575,2.438.990,,
55,2.02.01.01,Empréstimos e Financiamentos,1.410.683,1.878.665,,
56,2.02.01.01.01,Em Moeda Nacional,908.972,1.505.670,,
57,2.02.01.01.02,Em Moeda Estrangeira,501.711,372.995,,
58,2.02.01.02,Debêntures,596.892,560.325,,
59,2.02.01.03,Financiamento por Arrendamento Financeiro,,,,
60,2.02.02,Outras Obrigações,615.653,643.638,,
61,2.02.02.01,Passivos com Partes Relacionadas,,,,
62,2.02.02.01.01,Débitos com Coligadas,,,,
63,2.02.02.01.02,Débitos com Controladas,,,,
64,2.02.02.01.03,Débitos com Controladores,,,,
65,2.02.02.01.04,Débitos com Outras Partes Relacionadas,,,,
66,2.02.02.02,Outros,615.653,643.638,,
67,2.02.02.02.01,Obrigações por Pagamentos Baseados em Ações,,,,
68,2.02.02.02.02,Adiantamento para Futuro Aumento de Capital,,,,
69,2.02.02.02.03,Fornecedores,404,162,,
70,2.02.02.02.04,Obrigações com Benefícios Pós-Emprego,492.442,493.335,,
71,2.02.02.02.05,Passivos Financeiros Setoriais,32.088,41.439,,
72,2.02.02.02.06,Parcelamento Especial,,,,
73,2.02.02.02.07,Instrumentos Financeiros derivativos -SWAP,19.647,62.615,,
74,2.02.02.02.08,Taxas Regulamentares,71.072,46.087,,
75,2.02.03,Tributos Diferidos,,,,
76,2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,,,,
77,2.02.04,Provisões,665.104,603.705,,
78,2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,665.104,603.705,,
79,2.02.04.01.01,Provisões Fiscais,34.717,28.332,,
80,2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,285.147,247.451,,
81,2.02.04.01.03,Provisões para Benefícios a Empregados,,,,
82,2.02.04.01.04,Provisões Cíveis,319.324,303.582,,
83,2.02.04.01.05,Provisões regulatórias,25.916,24.340,,
84,2.02.04.02,Outras Provisões,,,,
85,2.02.04.02.01,Provisões para Garantias,,,,
86,2.02.04.02.02,Provisões para Reestruturação,,,,
87,2.02.04.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
88,2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
89,2.02.05.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
90,2.02.05.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
91,2.02.06,Lucros e Receitas a Apropriar,,,,
92,2.02.06.01,Lucros a Apropriar,,,,
93,2.02.06.02,Receitas a Apropriar,,,,
94,2.02.06.03,Subvenções de Investimento a Apropriar,,,,
95,2.03,Patrimônio Líquido,3.356.968,2.269.847,,
96,2.03.01,Capital Social Realizado,2.498.230,1.298.230,,
97,2.03.02,Reservas de Capital,23.254,23.254,,
98,2.03.02.01,Ágio na Emissão de Ações,,,,
99,2.03.02.02,Reserva Especial de Ágio na Incorporação,,,,
100,2.03.02.03,Alienação de Bônus de Subscrição,,,,
101,2.03.02.04,Opções Outorgadas,,,,
102,2.03.02.05,Ações em Tesouraria,,,,
103,2.03.02.06,Adiantamento para Futuro Aumento de Capital,,,,
104,2.03.03,Reservas de Reavaliação,,,,
105,2.03.04,Reservas de Lucros,826.920,947.904,,
106,2.03.04.01,Reserva Legal,113.379,113.379,,
107,2.03.04.02,Reserva Estatutária,,,,
108,2.03.04.03,Reserva para Contingências,,,,
109,2.03.04.04,Reserva de Lucros a Realizar,,,,
110,2.03.04.05,Reserva de Retenção de Lucros,713.541,834.525,,
111,2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,,,,
112,2.03.04.07,Reserva de Incentivos Fiscais,,,,
113,2.03.04.08,Dividendo Adicional Proposto,,,,
114,2.03.04.09,Ações em Tesouraria,,,,
115,2.03.04.10,Expirados,,,,
116,2.03.05,Lucros/Prejuízos Acumulados,,,,
117,2.03.06,Ajustes de Avaliação Patrimonial,,,,
118,2.03.07,Ajustes Acumulados de Conversão,,,,
119,2.03.08,Outros Resultados Abrangentes,8.564,459,,
120,2.03.08.01,Fundo de Pensão,,,,
121,2.03.08.02,Instrumentos financeiros derivativos - Swap,8.564,459,,
0,3.01,Receita de Venda de Bens e/ou Serviços,,,5.338.280,4.466.989
1,3.01.01,Receita Bruta de Vendas e/ou Serviços,,,,
2,3.01.02,Deduções da Receita Bruta,,,,
3,3.02,Custo dos Bens e/ou Serviços Vendidos,,,-4.711.838,-3.959.850
4,3.03,Resultado Bruto,,,626.442,507.139
5,3.04,Despesas/Receitas Operacionais,,,-283.881,-380.023
6,3.04.01,Despesas com Vendas,,,-140.745,-222.904
7,3.04.02,Despesas Gerais e Administrativas,,,-212.253,-218.356
8,3.04.03,Perdas pela Não Recuperabilidade de Ativos,,,,
9,3.04.04,Outras Receitas Operacionais,,,69.117,61.237
10,3.04.05,Outras Despesas Operacionais,,,,
11,3.04.06,Resultado de Equivalência Patrimonial,,,,
12,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,,,342.561,127.116
13,3.06,Resultado Financeiro,,,-490.635,-443.319
14,3.06.01,Receitas Financeiras,,,429.512,443.297
15,3.06.02,Despesas Financeiras,,,-920.147,-886.616
16,3.07,Resultado Antes dos Tributos sobre o Lucro,,,-148.074,-316.203
17,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,,,45.097,94.371
18,3.08.01,Corrente,,,,
19,3.08.02,Diferido,,,45.097,94.371
20,3.09,Resultado Líquido das Operações Continuadas,,,-102.977,-221.832
21,3.10,Resultado Líquido de Operações Descontinuadas,,,,
22,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,,,,
23,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,,,,
24,3.11,Lucro/Prejuízo do Período,,,-102.977,-221.832
25,3.99,Lucro por Ação - (Reais / Ação),,,,
26,3.99.01,Lucro Básico por Ação,,,,
27,3.99.01.01,ON,,,-103399,-226214
28,3.99.02,Lucro Diluído por Ação,,,,
