,Conta,Descrição,31/12/2012,31/12/2011,01/01/2012 a 31/12/2012,01/01/2011 a 31/12/2011
97,2.01.05.02.02,Dividendo Mínimo Obrigatório a Pagar,4.232,5.026,,
98,2.01.05.02.03,Obrigações por Pagamentos Baseados em Ações,,,,
99,2.01.05.02.04,Taxas regulamentares,91.0,297.0,,
100,2.01.05.02.05,Outros passivos circulantes,44.0,0.0,,
101,2.01.06,Provisões,,,,
102,2.01.06.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,,,,
103,2.01.06.01.01,Provisões Fiscais,,,,
104,2.01.06.01.02,Provisões Previdenciárias e Trabalhistas,,,,
105,2.01.06.01.03,Provisões para Benefícios a Empregados,,,,
106,2.01.06.01.04,Provisões Cíveis,,,,
107,2.01.06.02,Outras Provisões,,,,
108,2.01.06.02.01,Provisões para Garantias,,,,
109,2.01.06.02.02,Provisões para Reestruturação,,,,
110,2.01.06.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
111,2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
112,2.01.07.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
113,2.01.07.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
114,2.02,Passivo Não Circulante,3.549,4.058,,
115,2.02.01,Empréstimos e Financiamentos,3.465,3.991,,
116,2.02.01.01,Empréstimos e Financiamentos,3.465,3.991,,
117,2.02.01.01.01,Em Moeda Nacional,3.465,3.991,,
118,2.02.01.01.02,Em Moeda Estrangeira,,,,
119,2.02.01.02,Debêntures,,,,
120,2.02.01.03,Financiamento por Arrendamento Financeiro,,,,
121,2.02.02,Outras Obrigações,84.0,67.0,,
122,2.02.02.01,Passivos com Partes Relacionadas,8.0,0.0,,
123,2.02.02.01.01,Débitos com Coligadas,,,,
124,2.02.02.01.02,Débitos com Controladas,,,,
125,2.02.02.01.03,Débitos com Controladores,,,,
126,2.02.02.01.04,Débitos com Outras Partes Relacionadas,8.0,0.0,,
127,2.02.02.02,Outros,76.0,67.0,,
128,2.02.02.02.01,Obrigações por Pagamentos Baseados em Ações,,,,
129,2.02.02.02.02,Adiantamento para Futuro Aumento de Capital,,,,
130,2.02.02.02.03,Taxas regulamentares,55.0,67.0,,
131,2.02.02.02.04,Outros passivos não circulantes,21.0,0.0,,
132,2.02.03,Tributos Diferidos,,,,
133,2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,,,,
134,2.02.04,Provisões,,,,
135,2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,,,,
136,2.02.04.01.01,Provisões Fiscais,,,,
137,2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,,,,
138,2.02.04.01.03,Provisões para Benefícios a Empregados,,,,
139,2.02.04.01.04,Provisões Cíveis,,,,
140,2.02.04.02,Outras Provisões,,,,
141,2.02.04.02.01,Provisões para Garantias,,,,
142,2.02.04.02.02,Provisões para Reestruturação,,,,
143,2.02.04.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
144,2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
145,2.02.05.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
146,2.02.05.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
147,2.02.06,Lucros e Receitas a Apropriar,,,,
148,2.02.06.01,Lucros a Apropriar,,,,
149,2.02.06.02,Receitas a Apropriar,,,,
150,2.02.06.03,Subvenções de Investimento a Apropriar,,,,
151,2.03,Patrimônio Líquido,79.668,81.257,,
152,2.03.01,Capital Social Realizado,63.085,63.085,,
153,2.03.02,Reservas de Capital,,,,
154,2.03.02.01,Ágio na Emissão de Ações,,,,
155,2.03.02.02,Reserva Especial de Ágio na Incorporação,,,,
156,2.03.02.03,Alienação de Bônus de Subscrição,,,,
157,2.03.02.04,Opções Outorgadas,,,,
158,2.03.02.05,Ações em Tesouraria,,,,
159,2.03.02.06,Adiantamento para Futuro Aumento de Capital,,,,
160,2.03.03,Reservas de Reavaliação,,,,
161,2.03.04,Reservas de Lucros,16.583,18.172,,
162,2.03.04.01,Reserva Legal,3.978,3.094,,
163,2.03.04.02,Reserva Estatutária,,,,
164,2.03.04.03,Reserva para Contingências,,,,
165,2.03.04.04,Reserva de Lucros a Realizar,,,,
166,2.03.04.05,Reserva de Retenção de Lucros,,,,
167,2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,12.605,15.078,,
168,2.03.04.07,Reserva de Incentivos Fiscais,,,,
169,2.03.04.08,Dividendo Adicional Proposto,,,,
170,2.03.04.09,Ações em Tesouraria,,,,
171,2.03.05,Lucros/Prejuízos Acumulados,,,,
172,2.03.06,Ajustes de Avaliação Patrimonial,,,,
173,2.03.07,Ajustes Acumulados de Conversão,,,,
174,2.03.08,Outros Resultados Abrangentes,,,,
175,3.01,Receita de Venda de Bens e/ou Serviços,,,28.241999999999997,32.008
176,3.02,Custo dos Bens e/ou Serviços Vendidos,,,-10.401,-10.939
177,3.03,Resultado Bruto,,,17.840999999999998,21.069000000000003
178,3.04,Despesas/Receitas Operacionais,,,-674.0,-659.0
179,3.04.01,Despesas com Vendas,,,,
180,3.04.02,Despesas Gerais e Administrativas,,,-674.0,-659.0
181,3.04.03,Perdas pela Não Recuperabilidade de Ativos,,,,
182,3.04.04,Outras Receitas Operacionais,,,,
183,3.04.05,Outras Despesas Operacionais,,,,
184,3.04.06,Resultado de Equivalência Patrimonial,,,,
185,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,,,17.167,20.41
186,3.06,Resultado Financeiro,,,2.717,3.3789999999999996
187,3.06.01,Receitas Financeiras,,,3.054,3.937
188,3.06.02,Despesas Financeiras,,,-337.0,-558.0
189,3.07,Resultado Antes dos Tributos sobre o Lucro,,,19.884,23.789
190,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,,,-2.193,-2.627
191,3.08.01,Corrente,,,-2.193,-2.627
192,3.08.02,Diferido,,,,
193,3.09,Resultado Líquido das Operações Continuadas,,,17.691,21.162
194,3.10,Resultado Líquido de Operações Descontinuadas,,,,
195,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,,,,
196,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,,,,
197,3.11,Lucro/Prejuízo do Período,,,17.691,21.162
198,3.99,Lucro por Ação - (Reais / Ação),,,,
199,3.99.01,Lucro Básico por Ação,,,,
200,3.99.01.01,ON,,,28000.0,34000.0
201,3.99.02,Lucro Diluído por Ação,,,,
