,Conta,Descrição,31/12/2013,31/12/2012,01/01/2013 a 31/12/2013,01/01/2012 a 31/12/2012
30,1.01.08.03.02,Outros Créditos,179.278,129.184,,
31,1.02,Ativo Não Circulante,4.520.920,4.375.015,,
32,1.02.01,Ativo Realizável a Longo Prazo,1.854.419,1.698.836,,
33,1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo,,,,
34,1.02.01.01.01,Títulos para Negociação,,,,
35,1.02.01.01.02,Títulos Disponíveis para Venda,,,,
36,1.02.01.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,
37,1.02.01.02.01,Títulos Mantidos até o Vencimento,,,,
38,1.02.01.03,Contas a Receber,21.469,28.398,,
39,1.02.01.03.01,Clientes,21.469,28.398,,
40,1.02.01.03.02,Outras Contas a Receber,,,,
41,1.02.01.04,Estoques,,,,
42,1.02.01.05,Ativos Biológicos,,,,
43,1.02.01.06,Tributos Diferidos,191.750,389.237,,
44,1.02.01.06.01,Imposto de Renda e Contribuição Social Diferidos,191.750,389.237,,
45,1.02.01.07,Despesas Antecipadas,,,,
46,1.02.01.08,Créditos com Partes Relacionadas,,,,
47,1.02.01.08.01,Créditos com Coligadas,,,,
48,1.02.01.08.02,Créditos com Controladas,,,,
49,1.02.01.08.03,Créditos com Controladores,,,,
50,1.02.01.08.04,Créditos com Outras Partes Relacionadas,,,,
51,1.02.01.09,Outros Ativos Não Circulantes,1.641.200,1.281.201,,
52,1.02.01.09.01,Ativos Não-Correntes a Venda,,,,
53,1.02.01.09.02,Ativos de Operações Descontinuadas,,,,
54,1.02.01.09.03,Ativos Regulatórios,,,,
55,1.02.01.09.04,Tributos a Compensar,76.877,90.699,,
56,1.02.01.09.05,Depósitos Vinculados a Litígios,180.962,150.412,,
57,1.02.01.09.06,Cauções e Depósitos,64,8.027,,
58,1.02.01.09.07,Ativo Indenizável (Concessão),1.383.297,1.032.063,,
59,1.02.02,Investimentos,,,,
60,1.02.02.01,Participações Societárias,,,,
61,1.02.02.01.01,Participações em Coligadas,,,,
62,1.02.02.01.02,Participações em Controladas,,,,
63,1.02.02.01.03,Participações em Controladas em Conjunto,,,,
64,1.02.02.01.04,Outras Participações Societárias,,,,
65,1.02.02.02,Propriedades para Investimento,,,,
66,1.02.03,Imobilizado,50.060,43.104,,
67,1.02.03.01,Imobilizado em Operação,27.972,24.042,,
68,1.02.03.02,Imobilizado Arrendado,,,,
69,1.02.03.03,Imobilizado em Andamento,22.088,19.062,,
70,1.02.04,Intangível,2.616.441,2.633.075,,
71,1.02.04.01,Intangíveis,2.616.441,2.633.075,,
72,1.02.04.01.01,Contrato de Concessão,,,,
73,1.02.04.01.02,Softwares,68.598,33.792,,
74,1.02.04.01.03,Direito de Uso da Concessão,2.547.843,2.599.283,,
75,1.02.05,Diferido,,,,
0,2,Passivo Total,5.712.410,5.229.122,,
1,2.01,Passivo Circulante,954.637,1.061.647,,
2,2.01.01,Obrigações Sociais e Trabalhistas,45.106,32.526,,
3,2.01.01.01,Obrigações Sociais,,,,
4,2.01.01.02,Obrigações Trabalhistas,45.106,32.526,,
5,2.01.02,Fornecedores,426.026,451.438,,
6,2.01.02.01,Fornecedores Nacionais,426.026,451.438,,
7,2.01.02.01.01,Fornecedores Nacionais,423.369,450.334,,
8,2.01.02.01.02,Partes Relacionadas,2.657,1.104,,
9,2.01.02.02,Fornecedores Estrangeiros,,,,
10,2.01.03,Obrigações Fiscais,111.521,67.510,,
11,2.01.03.01,Obrigações Fiscais Federais,102.470,64.271,,
12,2.01.03.01.01,Imposto de Renda e Contribuição Social a Pagar,,,,
13,2.01.03.02,Obrigações Fiscais Estaduais,7.725,2.624,,
14,2.01.03.03,Obrigações Fiscais Municipais,1.326,615,,
15,2.01.04,Empréstimos e Financiamentos,106.444,248.710,,
16,2.01.04.01,Empréstimos e Financiamentos,87.065,176.967,,
17,2.01.04.01.01,Em Moeda Nacional,87.065,176.967,,
18,2.01.04.01.02,Em Moeda Estrangeira,,,,
19,2.01.04.02,Debêntures,19.379,71.743,,
20,2.01.04.03,Financiamento por Arrendamento Financeiro,,,,
21,2.01.05,Outras Obrigações,265.540,261.463,,
22,2.01.05.01,Passivos com Partes Relacionadas,,,,
23,2.01.05.01.01,Débitos com Coligadas,,,,
24,2.01.05.01.02,Débitos com Controladas,,,,
25,2.01.05.01.03,Débitos com Controladores,,,,
26,2.01.05.01.04,Débitos com Outras Partes Relacionadas,,,,
27,2.01.05.02,Outros,265.540,261.463,,
28,2.01.05.02.01,Dividendos e JCP a Pagar,724,10.849,,
29,2.01.05.02.02,Dividendo Mínimo Obrigatório a Pagar,161.447,117.177,,
30,2.01.05.02.03,Obrigações por Pagamentos Baseados em Ações,,,,
31,2.01.05.02.04,Taxas Regulamentares,2.525,33.613,,
32,2.01.05.02.05,Parcelamento Especial,,,,
33,2.01.05.02.06,"Programas de Pesquisa, Desenvolvimento e de Eficiência Energética",43.147,44.090,,
34,2.01.05.02.07,Obrigações com Contribuição de Iluminação Pública,16.064,15.461,,
35,2.01.05.02.08,Energia livre,29.869,27.489,,
36,2.01.05.02.09,Outras Obrigações,11.764,12.784,,
37,2.01.06,Provisões,,,,
38,2.01.06.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,,,,
39,2.01.06.01.01,Provisões Fiscais,,,,
40,2.01.06.01.02,Provisões Previdenciárias e Trabalhistas,,,,
41,2.01.06.01.03,Provisões para Benefícios a Empregados,,,,
42,2.01.06.01.04,Provisões Cíveis,,,,
43,2.01.06.02,Outras Provisões,,,,
44,2.01.06.02.01,Provisões para Garantias,,,,
45,2.01.06.02.02,Provisões para Reestruturação,,,,
46,2.01.06.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
47,2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
48,2.01.07.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
49,2.01.07.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
50,2.02,Passivo Não Circulante,2.276.948,2.114.649,,
51,2.02.01,Empréstimos e Financiamentos,1.419.582,1.107.447,,
52,2.02.01.01,Empréstimos e Financiamentos,682.194,278.491,,
53,2.02.01.01.01,Em Moeda Nacional,682.194,278.491,,
54,2.02.01.01.02,Em Moeda Estrangeira,,,,
55,2.02.01.02,Debêntures,737.388,828.956,,
56,2.02.01.03,Financiamento por Arrendamento Financeiro,,,,
57,2.02.02,Outras Obrigações,438.938,491.180,,
58,2.02.02.01,Passivos com Partes Relacionadas,,,,
59,2.02.02.01.01,Débitos com Coligadas,,,,
60,2.02.02.01.02,Débitos com Controladas,,,,
61,2.02.02.01.03,Débitos com Controladores,,,,
62,2.02.02.01.04,Débitos com Outras Partes Relacionadas,,,,
63,2.02.02.02,Outros,438.938,491.180,,
64,2.02.02.02.01,Obrigações por Pagamentos Baseados em Ações,,,,
65,2.02.02.02.02,Adiantamento para Futuro Aumento de Capital,,,,
66,2.02.02.02.03,Fornecedores,11.798,99,,
67,2.02.02.02.04,Obrigações com Benefícios Pós-Emprego,393.339,480.896,,
68,2.02.02.02.05,Programas de P&D e de eficiencia Energetica,28.271,4.380,,
69,2.02.02.02.06,Parcelamento Especial,376,1.006,,
70,2.02.02.02.07,Energia livre,4.572,4.217,,
71,2.02.02.02.08,OUtras Obrigações,582,582,,
72,2.02.03,Tributos Diferidos,0,119.111,,
73,2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,0,119.111,,
74,2.02.04,Provisões,418.428,396.911,,
75,2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,418.428,396.911,,
76,2.02.04.01.01,Provisões Fiscais,27.347,27.187,,
77,2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,154.481,155.112,,
78,2.02.04.01.03,Provisões para Benefícios a Empregados,,,,
79,2.02.04.01.04,Provisões Cíveis,236.600,214.612,,
80,2.02.04.02,Outras Provisões,,,,
81,2.02.04.02.01,Provisões para Garantias,,,,
82,2.02.04.02.02,Provisões para Reestruturação,,,,
83,2.02.04.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
84,2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
85,2.02.05.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
86,2.02.05.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
87,2.02.06,Lucros e Receitas a Apropriar,,,,
88,2.02.06.01,Lucros a Apropriar,,,,
89,2.02.06.02,Receitas a Apropriar,,,,
90,2.02.06.03,Subvenções de Investimento a Apropriar,,,,
91,2.03,Patrimônio Líquido,2.480.825,2.052.826,,
92,2.03.01,Capital Social Realizado,1.298.230,998.230,,
93,2.03.02,Reservas de Capital,23.254,23.254,,
94,2.03.02.01,Ágio na Emissão de Ações,,,,
95,2.03.02.02,Reserva Especial de Ágio na Incorporação,,,,
96,2.03.02.03,Alienação de Bônus de Subscrição,,,,
97,2.03.02.04,Opções Outorgadas,,,,
98,2.03.02.05,Ações em Tesouraria,,,,
99,2.03.02.06,Adiantamento para Futuro Aumento de Capital,,,,
100,2.03.03,Reservas de Reavaliação,,,,
101,2.03.04,Reservas de Lucros,1.150.530,1.032.946,,
102,2.03.04.01,Reserva Legal,103.637,77.884,,
103,2.03.04.02,Reserva Estatutária,,,,
104,2.03.04.03,Reserva para Contingências,,,,
105,2.03.04.04,Reserva de Lucros a Realizar,,,,
106,2.03.04.05,Reserva de Retenção de Lucros,1.046.893,955.062,,
107,2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,,,,
108,2.03.04.07,Reserva de Incentivos Fiscais,,,,
109,2.03.04.08,Dividendo Adicional Proposto,,,,
110,2.03.04.09,Ações em Tesouraria,,,,
111,2.03.05,Lucros/Prejuízos Acumulados,,,,
112,2.03.06,Ajustes de Avaliação Patrimonial,,,,
113,2.03.07,Ajustes Acumulados de Conversão,,,,
114,2.03.08,Outros Resultados Abrangentes,8.811,-1.604,,
115,2.03.08.01,Fundo de Pensão,,,,
116,2.03.08.02,Ajustes Patrimoniais,8.811,-1.604,,
0,3.01,Receita de Venda de Bens e/ou Serviços,,,3.849.432,3.690.989
1,3.01.01,Receita Bruta de Vendas e/ou Serviços,,,,
2,3.01.02,Deduções da Receita Bruta,,,,
3,3.02,Custo dos Bens e/ou Serviços Vendidos,,,-2.832.781,-2.709.667
4,3.03,Resultado Bruto,,,1.016.651,981.322
5,3.04,Despesas/Receitas Operacionais,,,-268.390,-274.914
6,3.04.01,Despesas com Vendas,,,-75.614,-88.054
7,3.04.02,Despesas Gerais e Administrativas,,,-192.776,-186.860
8,3.04.03,Perdas pela Não Recuperabilidade de Ativos,,,,
9,3.04.04,Outras Receitas Operacionais,,,,
10,3.04.05,Outras Despesas Operacionais,,,,
11,3.04.06,Resultado de Equivalência Patrimonial,,,,
12,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,,,748.261,706.408
13,3.06,Resultado Financeiro,,,29.892,58.488
14,3.06.01,Receitas Financeiras,,,361.070,384.385
15,3.06.02,Despesas Financeiras,,,-331.178,-325.897
16,3.07,Resultado Antes dos Tributos sobre o Lucro,,,778.153,764.896
17,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,,,-263.094,-271.520
18,3.08.01,Corrente,,,-223.038,-183.089
19,3.08.02,Diferido,,,-40.056,-88.431
20,3.09,Resultado Líquido das Operações Continuadas,,,515.059,493.376
21,3.10,Resultado Líquido de Operações Descontinuadas,,,,
22,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,,,,
23,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,,,,
24,3.11,Lucro/Prejuízo do Período,,,515.059,493.376
25,3.99,Lucro por Ação - (Reais / Ação),,,,
26,3.99.01,Lucro Básico por Ação,,,,
27,3.99.01.01,ON,,,013131,012578
28,3.99.02,Lucro Diluído por Ação,,,,
