,Conta,Descrição,31/12/2014,31/12/2013,01/01/2014 a 31/12/2014,01/01/2013 a 31/12/2013
63,1.02.01.09.09,Valores a receber de Parcela A e outros itens financeiros,79.936,0,,
64,1.02.02,Investimentos,,,,
65,1.02.02.01,Participações Societárias,,,,
66,1.02.02.01.01,Participações em Coligadas,,,,
67,1.02.02.01.02,Participações em Controladas,,,,
68,1.02.02.01.03,Participações em Controladas em Conjunto,,,,
69,1.02.02.01.04,Outras Participações Societárias,,,,
70,1.02.02.02,Propriedades para Investimento,,,,
71,1.02.03,Imobilizado,61.690,50.060,,
72,1.02.03.01,Imobilizado em Operação,36.461,27.972,,
73,1.02.03.02,Imobilizado Arrendado,,,,
74,1.02.03.03,Imobilizado em Andamento,25.229,22.088,,
75,1.02.04,Intangível,2.719.636,2.616.441,,
76,1.02.04.01,Intangíveis,2.719.636,2.616.441,,
77,1.02.04.01.01,Contrato de Concessão,,,,
78,1.02.04.01.02,Softwares,88.369,68.598,,
79,1.02.04.01.03,Direito de Uso da Concessão,2.631.267,2.547.843,,
80,1.02.05,Diferido,,,,
0,2,Passivo Total,6.234.801,5.712.410,,
1,2.01,Passivo Circulante,1.077.876,954.637,,
2,2.01.01,Obrigações Sociais e Trabalhistas,36.002,45.106,,
3,2.01.01.01,Obrigações Sociais,,,,
4,2.01.01.02,Obrigações Trabalhistas,36.002,45.106,,
5,2.01.02,Fornecedores,659.982,426.026,,
6,2.01.02.01,Fornecedores Nacionais,659.982,426.026,,
7,2.01.02.01.01,Fornecedores Nacionais,657.308,423.369,,
8,2.01.02.01.02,Partes Relacionadas,2.674,2.657,,
9,2.01.02.02,Fornecedores Estrangeiros,,,,
10,2.01.03,Obrigações Fiscais,29.265,111.521,,
11,2.01.03.01,Obrigações Fiscais Federais,27.352,102.470,,
12,2.01.03.01.01,Imposto de Renda e Contribuição Social a Pagar,,,,
13,2.01.03.02,Obrigações Fiscais Estaduais,0,7.725,,
14,2.01.03.03,Obrigações Fiscais Municipais,1.913,1.326,,
15,2.01.04,Empréstimos e Financiamentos,209.042,106.444,,
16,2.01.04.01,Empréstimos e Financiamentos,112.914,87.065,,
17,2.01.04.01.01,Em Moeda Nacional,112.914,87.065,,
18,2.01.04.01.02,Em Moeda Estrangeira,,,,
19,2.01.04.02,Debêntures,96.128,19.379,,
20,2.01.04.03,Financiamento por Arrendamento Financeiro,,,,
21,2.01.05,Outras Obrigações,143.585,265.540,,
22,2.01.05.01,Passivos com Partes Relacionadas,,,,
23,2.01.05.01.01,Débitos com Coligadas,,,,
24,2.01.05.01.02,Débitos com Controladas,,,,
25,2.01.05.01.03,Débitos com Controladores,,,,
26,2.01.05.01.04,Débitos com Outras Partes Relacionadas,,,,
27,2.01.05.02,Outros,143.585,265.540,,
28,2.01.05.02.01,Dividendos e JCP a Pagar,0,724,,
29,2.01.05.02.02,Dividendo Mínimo Obrigatório a Pagar,46.796,161.447,,
30,2.01.05.02.03,Obrigações por Pagamentos Baseados em Ações,,,,
31,2.01.05.02.04,Taxas Regulamentares,,,,
32,2.01.05.02.05,Parcelamento Especial,,,,
33,2.01.05.02.06,"Programas de Pesquisa, Desenvolvimento e de Eficiência Energética",26.705,43.147,,
34,2.01.05.02.07,Obrigações com Contribuição de Iluminação Pública,,,,
35,2.01.05.02.08,Energia livre e encargo emergencial,33.282,29.869,,
36,2.01.05.02.09,Outras Obrigações,36.802,30.353,,
37,2.01.06,Provisões,,,,
38,2.01.06.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,,,,
39,2.01.06.01.01,Provisões Fiscais,,,,
40,2.01.06.01.02,Provisões Previdenciárias e Trabalhistas,,,,
41,2.01.06.01.03,Provisões para Benefícios a Empregados,,,,
42,2.01.06.01.04,Provisões Cíveis,,,,
43,2.01.06.02,Outras Provisões,,,,
44,2.01.06.02.01,Provisões para Garantias,,,,
45,2.01.06.02.02,Provisões para Reestruturação,,,,
46,2.01.06.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
47,2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
48,2.01.07.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
49,2.01.07.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
50,2.02,Passivo Não Circulante,2.563.753,2.276.948,,
51,2.02.01,Empréstimos e Financiamentos,1.599.493,1.419.582,,
52,2.02.01.01,Empréstimos e Financiamentos,572.733,682.194,,
53,2.02.01.01.01,Em Moeda Nacional,572.733,682.194,,
54,2.02.01.01.02,Em Moeda Estrangeira,,,,
55,2.02.01.02,Debêntures,1.026.760,737.388,,
56,2.02.01.03,Financiamento por Arrendamento Financeiro,,,,
57,2.02.02,Outras Obrigações,505.225,438.938,,
58,2.02.02.01,Passivos com Partes Relacionadas,,,,
59,2.02.02.01.01,Débitos com Coligadas,,,,
60,2.02.02.01.02,Débitos com Controladas,,,,
61,2.02.02.01.03,Débitos com Controladores,,,,
62,2.02.02.01.04,Débitos com Outras Partes Relacionadas,,,,
63,2.02.02.02,Outros,505.225,438.938,,
64,2.02.02.02.01,Obrigações por Pagamentos Baseados em Ações,,,,
65,2.02.02.02.02,Adiantamento para Futuro Aumento de Capital,,,,
66,2.02.02.02.03,Fornecedores,983,11.798,,
67,2.02.02.02.04,Obrigações com Benefícios Pós-Emprego,445.033,393.339,,
68,2.02.02.02.05,Programas de P&D e de eficiencia Energetica,53.556,28.271,,
69,2.02.02.02.06,Parcelamento Especial,0,376,,
70,2.02.02.02.07,Energia livre e encargo emergencial,5.071,4.572,,
71,2.02.02.02.08,Outras Obrigações,582,582,,
72,2.02.03,Tributos Diferidos,,,,
73,2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,,,,
74,2.02.04,Provisões,459.035,418.428,,
75,2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,459.035,418.428,,
76,2.02.04.01.01,Provisões Fiscais,27.381,27.347,,
77,2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,151.201,154.481,,
78,2.02.04.01.03,Provisões para Benefícios a Empregados,,,,
79,2.02.04.01.04,Provisões Cíveis,240.918,236.600,,
80,2.02.04.01.05,Provisões regulatórias,39.535,0,,
81,2.02.04.02,Outras Provisões,,,,
82,2.02.04.02.01,Provisões para Garantias,,,,
83,2.02.04.02.02,Provisões para Reestruturação,,,,
84,2.02.04.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
85,2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
86,2.02.05.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
87,2.02.05.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
88,2.02.06,Lucros e Receitas a Apropriar,,,,
89,2.02.06.01,Lucros a Apropriar,,,,
90,2.02.06.02,Receitas a Apropriar,,,,
91,2.02.06.03,Subvenções de Investimento a Apropriar,,,,
92,2.03,Patrimônio Líquido,2.593.172,2.480.825,,
93,2.03.01,Capital Social Realizado,1.298.230,1.298.230,,
94,2.03.02,Reservas de Capital,23.254,23.254,,
95,2.03.02.01,Ágio na Emissão de Ações,,,,
96,2.03.02.02,Reserva Especial de Ágio na Incorporação,,,,
97,2.03.02.03,Alienação de Bônus de Subscrição,,,,
98,2.03.02.04,Opções Outorgadas,,,,
99,2.03.02.05,Ações em Tesouraria,,,,
100,2.03.02.06,Adiantamento para Futuro Aumento de Capital,,,,
101,2.03.03,Reservas de Reavaliação,,,,
102,2.03.04,Reservas de Lucros,1.264.665,1.150.530,,
103,2.03.04.01,Reserva Legal,113.379,103.637,,
104,2.03.04.02,Reserva Estatutária,,,,
105,2.03.04.03,Reserva para Contingências,,,,
106,2.03.04.04,Reserva de Lucros a Realizar,,,,
107,2.03.04.05,Reserva de Retenção de Lucros,1.151.286,1.046.893,,
108,2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,,,,
109,2.03.04.07,Reserva de Incentivos Fiscais,,,,
110,2.03.04.08,Dividendo Adicional Proposto,,,,
111,2.03.04.09,Ações em Tesouraria,,,,
112,2.03.05,Lucros/Prejuízos Acumulados,,,,
113,2.03.06,Ajustes de Avaliação Patrimonial,,,,
114,2.03.07,Ajustes Acumulados de Conversão,,,,
115,2.03.08,Outros Resultados Abrangentes,7.023,8.811,,
116,2.03.08.01,Fundo de Pensão,,,,
117,2.03.08.02,Ajustes Patrimoniais,7.023,8.811,,
0,3.01,Receita de Venda de Bens e/ou Serviços,,,4.589.054,3.849.432
1,3.01.01,Receita Bruta de Vendas e/ou Serviços,,,,
2,3.01.02,Deduções da Receita Bruta,,,,
3,3.02,Custo dos Bens e/ou Serviços Vendidos,,,-3.558.202,-2.832.781
4,3.03,Resultado Bruto,,,1.030.852,1.016.651
5,3.04,Despesas/Receitas Operacionais,,,-277.073,-268.390
6,3.04.01,Despesas com Vendas,,,-63.832,-75.614
7,3.04.02,Despesas Gerais e Administrativas,,,-213.241,-192.776
8,3.04.03,Perdas pela Não Recuperabilidade de Ativos,,,,
9,3.04.04,Outras Receitas Operacionais,,,,
10,3.04.05,Outras Despesas Operacionais,,,,
11,3.04.06,Resultado de Equivalência Patrimonial,,,,
12,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,,,753.779,748.261
13,3.06,Resultado Financeiro,,,-455.997,29.892
14,3.06.01,Receitas Financeiras,,,127.035,361.070
15,3.06.02,Despesas Financeiras,,,-583.032,-331.178
16,3.07,Resultado Antes dos Tributos sobre o Lucro,,,297.782,778.153
17,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,,,-102.952,-263.094
18,3.08.01,Corrente,,,-134.216,-223.038
19,3.08.02,Diferido,,,31.264,-40.056
20,3.09,Resultado Líquido das Operações Continuadas,,,194.830,515.059
21,3.10,Resultado Líquido de Operações Descontinuadas,,,,
22,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,,,,
23,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,,,,
24,3.11,Lucro/Prejuízo do Período,,,194.830,515.059
25,3.99,Lucro por Ação - (Reais / Ação),,,,
26,3.99.01,Lucro Básico por Ação,,,,
27,3.99.01.01,ON,,,004967,013131
28,3.99.02,Lucro Diluído por Ação,,,,
