,Conta,Descrição,31/12/2011,31/12/2010,01/01/2011 a 31/12/2011,01/01/2010 a 31/12/2010
75,2.01.03.01.01,Imposto de Renda e Contribuição Social a Pagar,594.0,493.0,,
76,2.01.03.01.02,Programa de Integração Social - PIS,32.0,22.0,,
77,2.01.03.01.03,Contribuição para o Financiamento da Seguridade Social - COFINS,98.0,102.0,,
78,2.01.03.01.04,Instituto Nacional da Seguridade Social - INSS,71.0,0.0,,
79,2.01.03.01.05,Outros,37.0,40.0,,
80,2.01.03.02,Obrigações Fiscais Estaduais,40.0,0.0,,
81,2.01.03.03,Obrigações Fiscais Municipais,155.0,173.0,,
82,2.01.04,Empréstimos e Financiamentos,258.0,0.0,,
83,2.01.04.01,Empréstimos e Financiamentos,258.0,0.0,,
84,2.01.04.01.01,Em Moeda Nacional,258.0,0.0,,
85,2.01.04.01.02,Em Moeda Estrangeira,,,,
86,2.01.04.02,Debêntures,,,,
87,2.01.04.03,Financiamento por Arrendamento Financeiro,,,,
88,2.01.05,Outras Obrigações,5.872999999999999,5.169,,
89,2.01.05.01,Passivos com Partes Relacionadas,,,,
90,2.01.05.01.01,Débitos com Coligadas,,,,
91,2.01.05.01.02,Débitos com Controladas,,,,
92,2.01.05.01.03,Débitos com Controladores,,,,
93,2.01.05.01.04,Débitos com Outras Partes Relacionadas,,,,
94,2.01.05.02,Outros,5.872999999999999,5.169,,
95,2.01.05.02.01,Dividendos e JCP a Pagar,15.0,0.0,,
96,2.01.05.02.02,Dividendo Mínimo Obrigatório a Pagar,5.026,4.519,,
97,2.01.05.02.03,Obrigações por Pagamentos Baseados em Ações,,,,
98,2.01.05.02.04,Taxas regulamentares,832.0,650.0,,
99,2.01.06,Provisões,,,,
100,2.01.06.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,,,,
101,2.01.06.01.01,Provisões Fiscais,,,,
102,2.01.06.01.02,Provisões Previdenciárias e Trabalhistas,,,,
103,2.01.06.01.03,Provisões para Benefícios a Empregados,,,,
104,2.01.06.01.04,Provisões Cíveis,,,,
105,2.01.06.02,Outras Provisões,,,,
106,2.01.06.02.01,Provisões para Garantias,,,,
107,2.01.06.02.02,Provisões para Reestruturação,,,,
108,2.01.06.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
109,2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
110,2.01.07.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
111,2.01.07.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
112,2.02,Passivo Não Circulante,4.058,22.0,,
113,2.02.01,Empréstimos e Financiamentos,3.991,0.0,,
114,2.02.01.01,Empréstimos e Financiamentos,3.991,0.0,,
115,2.02.01.01.01,Em Moeda Nacional,3.991,0.0,,
116,2.02.01.01.02,Em Moeda Estrangeira,,,,
117,2.02.01.02,Debêntures,,,,
118,2.02.01.03,Financiamento por Arrendamento Financeiro,,,,
119,2.02.02,Outras Obrigações,67.0,22.0,,
120,2.02.02.01,Passivos com Partes Relacionadas,,,,
121,2.02.02.01.01,Débitos com Coligadas,,,,
122,2.02.02.01.02,Débitos com Controladas,,,,
123,2.02.02.01.03,Débitos com Controladores,,,,
124,2.02.02.01.04,Débitos com Outras Partes Relacionadas,,,,
125,2.02.02.02,Outros,67.0,22.0,,
126,2.02.02.02.01,Obrigações por Pagamentos Baseados em Ações,,,,
127,2.02.02.02.02,Adiantamento para Futuro Aumento de Capital,,,,
128,2.02.02.02.03,Taxas regulamentares,67.0,22.0,,
129,2.02.03,Tributos Diferidos,,,,
130,2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,,,,
131,2.02.04,Provisões,,,,
132,2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,,,,
133,2.02.04.01.01,Provisões Fiscais,,,,
134,2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,,,,
135,2.02.04.01.03,Provisões para Benefícios a Empregados,,,,
136,2.02.04.01.04,Provisões Cíveis,,,,
137,2.02.04.02,Outras Provisões,,,,
138,2.02.04.02.01,Provisões para Garantias,,,,
139,2.02.04.02.02,Provisões para Reestruturação,,,,
140,2.02.04.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
141,2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
142,2.02.05.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
143,2.02.05.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
144,2.02.06,Lucros e Receitas a Apropriar,,,,
145,2.02.06.01,Lucros a Apropriar,,,,
146,2.02.06.02,Receitas a Apropriar,,,,
147,2.02.06.03,Subvenções de Investimento a Apropriar,,,,
148,2.03,Patrimônio Líquido,81.257,76.345,,
149,2.03.01,Capital Social Realizado,63.085,63.085,,
150,2.03.02,Reservas de Capital,,,,
151,2.03.02.01,Ágio na Emissão de Ações,,,,
152,2.03.02.02,Reserva Especial de Ágio na Incorporação,,,,
153,2.03.02.03,Alienação de Bônus de Subscrição,,,,
154,2.03.02.04,Opções Outorgadas,,,,
155,2.03.02.05,Ações em Tesouraria,,,,
156,2.03.02.06,Adiantamento para Futuro Aumento de Capital,,,,
157,2.03.03,Reservas de Reavaliação,,,,
158,2.03.04,Reservas de Lucros,18.172,13.26,,
159,2.03.04.01,Reserva Legal,3.094,2.036,,
160,2.03.04.02,Reserva Estatutária,,,,
161,2.03.04.03,Reserva para Contingências,,,,
162,2.03.04.04,Reserva de Lucros a Realizar,,,,
163,2.03.04.05,Reserva de Retenção de Lucros,,,,
164,2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,15.078,11.224,,
165,2.03.04.07,Reserva de Incentivos Fiscais,,,,
166,2.03.04.08,Dividendo Adicional Proposto,,,,
167,2.03.04.09,Ações em Tesouraria,,,,
168,2.03.05,Lucros/Prejuízos Acumulados,,,,
169,2.03.06,Ajustes de Avaliação Patrimonial,,,,
170,2.03.07,Ajustes Acumulados de Conversão,,,,
171,2.03.08,Outros Resultados Abrangentes,,,,
172,3.01,Receita de Venda de Bens e/ou Serviços,,,32.008,31.775
173,3.02,Custo dos Bens e/ou Serviços Vendidos,,,-10.939,-11.917
174,3.03,Resultado Bruto,,,21.069000000000003,19.858
175,3.04,Despesas/Receitas Operacionais,,,-659.0,-571.0
176,3.04.01,Despesas com Vendas,,,,
177,3.04.02,Despesas Gerais e Administrativas,,,-659.0,-571.0
178,3.04.03,Perdas pela Não Recuperabilidade de Ativos,,,,
179,3.04.04,Outras Receitas Operacionais,,,,
180,3.04.05,Outras Despesas Operacionais,,,,
181,3.04.06,Resultado de Equivalência Patrimonial,,,,
182,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,,,20.41,19.287
183,3.06,Resultado Financeiro,,,3.3789999999999996,1.4269999999999998
184,3.06.01,Receitas Financeiras,,,3.937,1.797
185,3.06.02,Despesas Financeiras,,,-558.0,-370.0
186,3.07,Resultado Antes dos Tributos sobre o Lucro,,,23.789,20.714000000000002
187,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,,,-2.627,-1.6869999999999998
188,3.08.01,Corrente,,,-2.627,-1.6869999999999998
189,3.08.02,Diferido,,,,
190,3.09,Resultado Líquido das Operações Continuadas,,,21.162,19.027
191,3.10,Resultado Líquido de Operações Descontinuadas,,,,
192,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,,,,
193,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,,,,
194,3.11,Lucro/Prejuízo do Período,,,21.162,19.027
195,3.99,Lucro por Ação - (Reais / Ação),,,,
196,3.99.01,Lucro Básico por Ação,,,,
197,3.99.01.01,ON,,,34000.0,30000.0
198,3.99.02,Lucro Diluído por Ação,,,,
