,Conta,Descrição,31/12/2012,31/12/2011,01/01/2012 a 31/12/2012,01/01/2011 a 31/12/2011
141,2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
142,2.02.05.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
143,2.02.05.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
144,2.02.06,Lucros e Receitas a Apropriar,,,,
145,2.02.06.01,Lucros a Apropriar,,,,
146,2.02.06.02,Receitas a Apropriar,,,,
147,2.02.06.03,Subvenções de Investimento a Apropriar,,,,
148,2.03,Patrimônio Líquido,977.019,1.157.377,,
149,2.03.01,Capital Social Realizado,1.182.491,1.182.491,,
150,2.03.02,Reservas de Capital,1.719,0,,
151,2.03.02.01,Ágio na Emissão de Ações,,,,
152,2.03.02.02,Reserva Especial de Ágio na Incorporação,,,,
153,2.03.02.03,Alienação de Bônus de Subscrição,,,,
154,2.03.02.04,Opções Outorgadas,,,,
155,2.03.02.05,Ações em Tesouraria,,,,
156,2.03.02.06,Adiantamento para Futuro Aumento de Capital,,,,
157,2.03.03,Reservas de Reavaliação,,,,
158,2.03.04,Reservas de Lucros,,,,
159,2.03.04.01,Reserva Legal,,,,
160,2.03.04.02,Reserva Estatutária,,,,
161,2.03.04.03,Reserva para Contingências,,,,
162,2.03.04.04,Reserva de Lucros a Realizar,,,,
163,2.03.04.05,Reserva de Retenção de Lucros,,,,
164,2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,,,,
165,2.03.04.07,Reserva de Incentivos Fiscais,,,,
166,2.03.04.08,Dividendo Adicional Proposto,,,,
167,2.03.04.09,Ações em Tesouraria,,,,
168,2.03.05,Lucros/Prejuízos Acumulados,-207.239,-26.049,,
169,2.03.06,Ajustes de Avaliação Patrimonial,48,935,,
170,2.03.07,Ajustes Acumulados de Conversão,,,,
171,2.03.08,Outros Resultados Abrangentes,,,,
172,3.01,Receita de Venda de Bens e/ou Serviços,,,4.433.188,3.848.396
173,3.02,Custo dos Bens e/ou Serviços Vendidos,,,-3.467.292,-2.977.218
174,3.03,Resultado Bruto,,,965.896,871.178
175,3.04,Despesas/Receitas Operacionais,,,-854.907,-707.465
176,3.04.01,Despesas com Vendas,,,-640.339,-491.507
177,3.04.02,Despesas Gerais e Administrativas,,,-144.814,-128.881
178,3.04.03,Perdas pela Não Recuperabilidade de Ativos,,,,
179,3.04.04,Outras Receitas Operacionais,,,,
180,3.04.05,Outras Despesas Operacionais,,,-82.893,-105.514
181,3.04.05.02,Honorários dos Administradores,,,-7.478,-7.470
182,3.04.05.03,Outras despesas operacionais,,,-75.415,-98.044
183,3.04.06,Resultado de Equivalência Patrimonial,,,13.139,18.437
184,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,,,110.989,163.713
185,3.06,Resultado Financeiro,,,-393.909,-324.874
186,3.06.01,Receitas Financeiras,,,159.087,176.902
187,3.06.02,Despesas Financeiras,,,-552.996,-501.776
188,3.07,Resultado Antes dos Tributos sobre o Lucro,,,-282.920,-161.161
189,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,,,101.730,61.165
190,3.08.01,Corrente,,,,
191,3.08.02,Diferido,,,101.730,61.165
192,3.09,Resultado Líquido das Operações Continuadas,,,-181.190,-99.996
193,3.10,Resultado Líquido de Operações Descontinuadas,,,,
194,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,,,,
195,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,,,,
196,3.11,Lucro/Prejuízo do Período,,,-181.190,-99.996
197,3.99,Lucro por Ação - (Reais / Ação),,,,
198,3.99.01,Lucro Básico por Ação,,,,
199,3.99.01.01,ON,,,-115750,-073730
200,3.99.02,Lucro Diluído por Ação,,,,
201,3.99.02.01,ON,,,-115750,-073730
