,Conta,Descrição,31/12/2019,31/12/2018,01/01/2019 a 31/12/2019,01/01/2018 a 31/12/2018
72,2.01.01.01,Obrigações Sociais,,,,
73,2.01.01.02,Obrigações Trabalhistas,38.361,36.477,,
74,2.01.01.02.01,"Salários, encargos e contribuições",38.361,36.477,,
75,2.01.02,Fornecedores,2.665.242,1.907.327,,
76,2.01.02.01,Fornecedores Nacionais,2.665.242,1.907.327,,
77,2.01.02.02,Fornecedores Estrangeiros,,,,
78,2.01.03,Obrigações Fiscais,85.224,36.459,,
79,2.01.03.01,Obrigações Fiscais Federais,10.430,4.279,,
80,2.01.03.01.01,Imposto de Renda e Contribuição Social a Pagar,,,,
81,2.01.03.01.04,Imposto de Renda Retido na Fonte,993,585,,
82,2.01.03.01.05,PIS e Cofins,8.081,2.645,,
83,2.01.03.01.06,Outros,1.356,1.049,,
84,2.01.03.02,Obrigações Fiscais Estaduais,69.293,29.203,,
85,2.01.03.02.01,Impostos sobre circulação de Mercadorias e Serviços - ICMS,69.293,29.203,,
86,2.01.03.03,Obrigações Fiscais Municipais,5.501,2.977,,
87,2.01.03.03.01,Imposto sobre serviço - ISS,5.501,2.977,,
88,2.01.04,Empréstimos e Financiamentos,1.300.759,675.918,,
89,2.01.04.01,Empréstimos e Financiamentos,1.300.545,675.672,,
90,2.01.04.01.01,Em Moeda Nacional,1.283.984,360.720,,
91,2.01.04.01.02,Em Moeda Estrangeira,16.561,314.952,,
92,2.01.04.02,Debêntures,214,246,,
93,2.01.04.02.01,Debêntures,214,246,,
94,2.01.04.03,Financiamento por Arrendamento,,,,
95,2.01.05,Outras Obrigações,401.636,241.125,,
96,2.01.05.01,Passivos com Partes Relacionadas,,,,
97,2.01.05.01.01,Débitos com Coligadas,,,,
98,2.01.05.01.02,Débitos com Controladas,,,,
99,2.01.05.01.03,Débitos com Controladores,,,,
100,2.01.05.01.04,Débitos com Outras Partes Relacionadas,,,,
101,2.01.05.02,Outros,401.636,241.125,,
102,2.01.05.02.01,Dividendos e JCP a Pagar,,,,
103,2.01.05.02.02,Dividendo Mínimo Obrigatório a Pagar,,,,
104,2.01.05.02.03,Obrigações por Pagamentos Baseados em Ações,,,,
105,2.01.05.02.04,Outras obrigações,203.142,160.862,,
106,2.01.05.02.05,Contas a Pagar - Combinação de Negócios,,,,
107,2.01.05.02.06,Adiantamento Recebido de Clientes,136.432,80.263,,
108,2.01.05.02.07,Passivo de arrendamento,62.062,0,,
109,2.01.06,Provisões,,,,
110,2.01.06.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,,,,
111,2.01.06.01.01,Provisões Fiscais,,,,
112,2.01.06.01.02,Provisões Previdenciárias e Trabalhistas,,,,
113,2.01.06.01.03,Provisões para Benefícios a Empregados,,,,
114,2.01.06.01.04,Provisões Cíveis,,,,
115,2.01.06.02,Outras Provisões,,,,
116,2.01.06.02.01,Provisões para Garantias,,,,
117,2.01.06.02.02,Provisões para Reestruturação,,,,
118,2.01.06.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
119,2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
120,2.01.07.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
121,2.01.07.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
122,2.02,Passivo Não Circulante,5.552.206,6.310.531,,
123,2.02.01,Empréstimos e Financiamentos,5.066.478,6.100.928,,
124,2.02.01.01,Empréstimos e Financiamentos,4.866.478,5.900.928,,
125,2.02.01.01.01,Em Moeda Nacional,4.066.478,5.098.339,,
126,2.02.01.01.02,Em Moeda Estrangeira,800.000,802.589,,
127,2.02.01.02,Debêntures,200.000,200.000,,
128,2.02.01.03,Financiamento por Arrendamento,,,,
129,2.02.02,Outras Obrigações,429.673,155.851,,
130,2.02.02.01,Passivos com Partes Relacionadas,248.805,150.577,,
131,2.02.02.01.01,Débitos com Coligadas,,,,
132,2.02.02.01.02,Débitos com Controladas,228.438,150.577,,
133,2.02.02.01.03,Débitos com Controladores,20.367,0,,
134,2.02.02.01.04,Débitos com Outras Partes Relacionadas,,,,
135,2.02.02.02,Outros,180.868,5.274,,
136,2.02.02.02.01,Obrigações por Pagamentos Baseados em Ações,,,,
137,2.02.02.02.02,Adiantamento para Futuro Aumento de Capital,,,,
138,2.02.02.02.03,Outras obrigações,3.023,5.274,,
139,2.02.02.02.04,Contas a Pagar - Combinação de Negócios,,,,
140,2.02.02.02.05,Passivo de arrendamento,177.845,0,,
141,2.02.03,Tributos Diferidos,,,,
142,2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,,,,
143,2.02.04,Provisões,56.055,53.752,,
144,2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,56.055,53.752,,
145,2.02.04.01.01,Provisões Fiscais,3.515,2.410,,
146,2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,16.169,7.710,,
147,2.02.04.01.03,Provisões para Benefícios a Empregados,,,,
148,2.02.04.01.04,Provisões Cíveis,36.371,43.632,,
149,2.02.04.02,Outras Provisões,,,,
150,2.02.04.02.01,Provisões para Garantias,,,,
151,2.02.04.02.02,Provisões para Reestruturação,,,,
152,2.02.04.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
153,2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
154,2.02.05.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
155,2.02.05.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
156,2.02.06,Lucros e Receitas a Apropriar,,,,
157,2.02.06.01,Lucros a Apropriar,,,,
158,2.02.06.02,Receitas a Apropriar,,,,
159,2.02.06.03,Subvenções de Investimento a Apropriar,,,,
160,2.03,Patrimônio Líquido,5.734.432,3.537.115,,
161,2.03.01,Capital Social Realizado,8.289.558,5.742.330,,
162,2.03.02,Reservas de Capital,38.513,46.773,,
163,2.03.02.01,Ágio na Emissão de Ações,4.081,4.081,,
164,2.03.02.02,Reserva Especial de Ágio na Incorporação,,,,
165,2.03.02.03,Alienação de Bônus de Subscrição,,,,
166,2.03.02.04,Opções Outorgadas,,,,
167,2.03.02.05,Ações em Tesouraria,,,,
168,2.03.02.06,Adiantamento para Futuro Aumento de Capital,,,,
169,2.03.02.07,Plano de Opção de Ações,34.432,42.692,,
170,2.03.03,Reservas de Reavaliação,,,,
171,2.03.04,Reservas de Lucros,,,,
172,2.03.04.01,Reserva Legal,,,,
173,2.03.04.02,Reserva Estatutária,,,,
174,2.03.04.03,Reserva para Contingências,,,,
175,2.03.04.04,Reserva de Lucros a Realizar,,,,
176,2.03.04.05,Reserva de Retenção de Lucros,,,,
177,2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,,,,
178,2.03.04.07,Reserva de Incentivos Fiscais,,,,
179,2.03.04.08,Dividendo Adicional Proposto,,,,
180,2.03.04.09,Ações em Tesouraria,,,,
181,2.03.05,Lucros/Prejuízos Acumulados,-2.593.639,-2.251.988,,
182,2.03.06,Ajustes de Avaliação Patrimonial,,,,
183,2.03.07,Ajustes Acumulados de Conversão,,,,
184,2.03.08,Outros Resultados Abrangentes,,,,
185,3.01,Receita de Venda de Bens e/ou Serviços,,,6.527.405,6.225.396
186,3.02,Custo dos Bens e/ou Serviços Vendidos,,,-4.489.713,-4.523.801
187,3.03,Resultado Bruto,,,2.037.692,1.701.595
188,3.04,Despesas/Receitas Operacionais,,,-1.952.012,-1.768.745
189,3.04.01,Despesas com Vendas,,,-1.304.795,-1.284.032
190,3.04.02,Despesas Gerais e Administrativas,,,-628.712,-487.544
191,3.04.03,Perdas pela Não Recuperabilidade de Ativos,,,,
192,3.04.04,Outras Receitas Operacionais,,,,
193,3.04.05,Outras Despesas Operacionais,,,-45.701,-64.479
194,3.04.05.02,Honorários dos Administradores,,,,
195,3.04.05.03,Outras despesas operacionais,,,,
196,3.04.06,Resultado de Equivalência Patrimonial,,,27.196,67.310
197,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,,,85.680,-67.150
198,3.06,Resultado Financeiro,,,-554.272,-544.984
199,3.06.01,Receitas Financeiras,,,518.285,425.995
200,3.06.02,Despesas Financeiras,,,-1.072.557,-970.979
201,3.07,Resultado Antes dos Tributos sobre o Lucro,,,-468.592,-612.134
202,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,,,150.354,214.707
203,3.08.01,Corrente,,,,
204,3.08.02,Diferido,,,150.354,214.707
205,3.09,Resultado Líquido das Operações Continuadas,,,-318.238,-397.427
206,3.10,Resultado Líquido de Operações Descontinuadas,,,,
207,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,,,,
208,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,,,,
209,3.11,Lucro/Prejuízo do Período,,,-318.238,-397.427
210,3.99,Lucro por Ação - (Reais / Ação),,,,
211,3.99.01,Lucro Básico por Ação,,,,
212,3.99.01.01,ON,,,-067940,-087380
213,3.99.02,Lucro Diluído por Ação,,,,
214,3.99.02.01,ON,,,-066910,-085960
