,Conta,Descrição,31/12/2011,31/12/2010,01/01/2011 a 31/12/2011,01/01/2010 a 31/12/2010
79,2.01.04,Empréstimos e Financiamentos,451.006,391.154,,
80,2.01.04.01,Empréstimos e Financiamentos,442.703,199.929,,
81,2.01.04.01.01,Em Moeda Nacional,442.703,199.929,,
82,2.01.04.01.02,Em Moeda Estrangeira,,,,
83,2.01.04.02,Debêntures,8.303,191.225,,
84,2.01.04.02.01,Debêntures,8.303,191.225,,
85,2.01.04.03,Financiamento por Arrendamento Financeiro,,,,
86,2.01.05,Outras Obrigações,20.415,30.763,,
87,2.01.05.01,Passivos com Partes Relacionadas,,,,
88,2.01.05.01.01,Débitos com Coligadas,,,,
89,2.01.05.01.02,Débitos com Controladas,,,,
90,2.01.05.01.03,Débitos com Controladores,,,,
91,2.01.05.01.04,Débitos com Outras Partes Relacionadas,,,,
92,2.01.05.02,Outros,20.415,30.763,,
93,2.01.05.02.01,Dividendos e JCP a Pagar,0,5.383,,
94,2.01.05.02.02,Dividendo Mínimo Obrigatório a Pagar,,,,
95,2.01.05.02.03,Obrigações por Pagamentos Baseados em Ações,,,,
96,2.01.05.02.04,Outras Obrigações,20.415,25.380,,
97,2.01.06,Provisões,,,,
98,2.01.06.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,,,,
99,2.01.06.01.01,Provisões Fiscais,,,,
100,2.01.06.01.02,Provisões Previdenciárias e Trabalhistas,,,,
101,2.01.06.01.03,Provisões para Benefícios a Empregados,,,,
102,2.01.06.01.04,Provisões Cíveis,,,,
103,2.01.06.02,Outras Provisões,,,,
104,2.01.06.02.01,Provisões para Garantias,,,,
105,2.01.06.02.02,Provisões para Reestruturação,,,,
106,2.01.06.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
107,2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
108,2.01.07.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
109,2.01.07.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
110,2.02,Passivo Não Circulante,1.169.188,1.577.265,,
111,2.02.01,Empréstimos e Financiamentos,1.087.749,1.532.323,,
112,2.02.01.01,Empréstimos e Financiamentos,785.086,1.032.444,,
113,2.02.01.01.01,Em Moeda Nacional,785.086,1.032.444,,
114,2.02.01.01.02,Em Moeda Estrangeira,,,,
115,2.02.01.02,Debêntures,302.663,499.879,,
116,2.02.01.03,Financiamento por Arrendamento Financeiro,,,,
117,2.02.02,Outras Obrigações,5.743,6.674,,
118,2.02.02.01,Passivos com Partes Relacionadas,,,,
119,2.02.02.01.01,Débitos com Coligadas,,,,
120,2.02.02.01.02,Débitos com Controladas,,,,
121,2.02.02.01.03,Débitos com Controladores,,,,
122,2.02.02.01.04,Débitos com Outras Partes Relacionadas,,,,
123,2.02.02.02,Outros,5.743,6.674,,
124,2.02.02.02.01,Obrigações por Pagamentos Baseados em Ações,,,,
125,2.02.02.02.02,Adiantamento para Futuro Aumento de Capital,,,,
126,2.02.02.02.03,Outras Obrigações,5.743,6.674,,
127,2.02.03,Tributos Diferidos,60.355,25.457,,
128,2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,60.355,25.457,,
129,2.02.04,Provisões,15.341,12.811,,
130,2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,15.341,12.811,,
131,2.02.04.01.01,Provisões Fiscais,2.186,1.917,,
132,2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,1.025,1.879,,
133,2.02.04.01.03,Provisões para Benefícios a Empregados,,,,
134,2.02.04.01.04,Provisões Cíveis,12.130,9.015,,
135,2.02.04.02,Outras Provisões,,,,
136,2.02.04.02.01,Provisões para Garantias,,,,
137,2.02.04.02.02,Provisões para Reestruturação,,,,
138,2.02.04.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
139,2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
140,2.02.05.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
141,2.02.05.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
142,2.02.06,Lucros e Receitas a Apropriar,,,,
143,2.02.06.01,Lucros a Apropriar,,,,
144,2.02.06.02,Receitas a Apropriar,,,,
145,2.02.06.03,Subvenções de Investimento a Apropriar,,,,
146,2.03,Patrimônio Líquido,1.157.377,255.302,,
147,2.03.01,Capital Social Realizado,1.182.491,182.491,,
148,2.03.02,Reservas de Capital,0,7.807,,
149,2.03.02.01,Ágio na Emissão de Ações,0,207.807,,
150,2.03.02.02,Reserva Especial de Ágio na Incorporação,,,,
151,2.03.02.03,Alienação de Bônus de Subscrição,,,,
152,2.03.02.04,Opções Outorgadas,,,,
153,2.03.02.05,Ações em Tesouraria,0,-200.000,,
154,2.03.02.06,Adiantamento para Futuro Aumento de Capital,,,,
155,2.03.03,Reservas de Reavaliação,,,,
156,2.03.04,Reservas de Lucros,0,64.384,,
157,2.03.04.01,Reserva Legal,0,9.632,,
158,2.03.04.02,Reserva Estatutária,,,,
159,2.03.04.03,Reserva para Contingências,,,,
160,2.03.04.04,Reserva de Lucros a Realizar,,,,
161,2.03.04.05,Reserva de Retenção de Lucros,,,,
162,2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,,,,
163,2.03.04.07,Reserva de Incentivos Fiscais,,,,
164,2.03.04.08,Dividendo Adicional Proposto,0,803,,
165,2.03.04.09,Ações em Tesouraria,0,-18.631,,
166,2.03.04.10,Reserva para Expansão,0,72.580,,
167,2.03.05,Lucros/Prejuízos Acumulados,-26.049,0,,
168,2.03.06,Ajustes de Avaliação Patrimonial,935,620,,
169,2.03.07,Ajustes Acumulados de Conversão,,,,
170,2.03.08,Outros Resultados Abrangentes,,,,
171,3.01,Receita de Venda de Bens e/ou Serviços,,,3.848.396,3.803.907
172,3.02,Custo dos Bens e/ou Serviços Vendidos,,,-2.977.218,-2.811.748
173,3.03,Resultado Bruto,,,871.178,992.159
174,3.04,Despesas/Receitas Operacionais,,,-707.465,-632.263
175,3.04.01,Despesas com Vendas,,,-491.507,-451.278
176,3.04.02,Despesas Gerais e Administrativas,,,-128.881,-120.590
177,3.04.03,Perdas pela Não Recuperabilidade de Ativos,,,,
178,3.04.04,Outras Receitas Operacionais,,,,
179,3.04.05,Outras Despesas Operacionais,,,-105.514,-71.197
180,3.04.05.02,Honorários Administradores,,,-7.470,-7.215
181,3.04.05.03,Outras ( despesas) receitas operacionais,,,-98.044,-63.982
182,3.04.06,Resultado de Equivalência Patrimonial,,,18.437,10.802
183,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,,,163.713,359.896
184,3.06,Resultado Financeiro,,,-324.874,-331.313
185,3.06.01,Receitas Financeiras,,,176.902,126.160
186,3.06.02,Despesas Financeiras,,,-501.776,-457.473
187,3.07,Resultado Antes dos Tributos sobre o Lucro,,,-161.161,28.583
188,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,,,61.165,-5.911
189,3.08.01,Corrente,,,,
190,3.08.02,Diferido,,,61.165,-5.911
191,3.09,Resultado Líquido das Operações Continuadas,,,-99.996,22.672
192,3.10,Resultado Líquido de Operações Descontinuadas,,,,
193,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,,,,
194,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,,,,
195,3.11,Lucro/Prejuízo do Período,,,-99.996,22.672
196,3.99,Lucro por Ação - (Reais / Ação),,,,
197,3.99.01,Lucro Básico por Ação,,,,
198,3.99.01.01,ON,,,-073730,020570
199,3.99.02,Lucro Diluído por Ação,,,,
200,3.99.02.01,ON,,,-073730,020570
