,Conta,Descrição,31/12/2013,31/12/2012,01/01/2013 a 31/12/2013,01/01/2012 a 31/12/2012
95,2.01.05.02.01,Dividendos e JCP a Pagar,,,,
96,2.01.05.02.02,Dividendo Mínimo Obrigatório a Pagar,,,,
97,2.01.05.02.03,Obrigações por Pagamentos Baseados em Ações,,,,
98,2.01.05.02.04,Outras obrigações,67.107,15.427,,
99,2.01.06,Provisões,,,,
100,2.01.06.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,,,,
101,2.01.06.01.01,Provisões Fiscais,,,,
102,2.01.06.01.02,Provisões Previdenciárias e Trabalhistas,,,,
103,2.01.06.01.03,Provisões para Benefícios a Empregados,,,,
104,2.01.06.01.04,Provisões Cíveis,,,,
105,2.01.06.02,Outras Provisões,,,,
106,2.01.06.02.01,Provisões para Garantias,,,,
107,2.01.06.02.02,Provisões para Reestruturação,,,,
108,2.01.06.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
109,2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
110,2.01.07.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
111,2.01.07.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
112,2.02,Passivo Não Circulante,2.271.882,1.694.894,,
113,2.02.01,Empréstimos e Financiamentos,2.180.039,1.675.953,,
114,2.02.01.01,Empréstimos e Financiamentos,1.681.979,1.074.486,,
115,2.02.01.01.01,Em Moeda Nacional,1.131.127,679.817,,
116,2.02.01.01.02,Em Moeda Estrangeira,550.852,394.669,,
117,2.02.01.02,Debêntures,498.060,601.467,,
118,2.02.01.03,Financiamento por Arrendamento Financeiro,,,,
119,2.02.02,Outras Obrigações,48.490,0,,
120,2.02.02.01,Passivos com Partes Relacionadas,,,,
121,2.02.02.01.01,Débitos com Coligadas,,,,
122,2.02.02.01.02,Débitos com Controladas,,,,
123,2.02.02.01.03,Débitos com Controladores,,,,
124,2.02.02.01.04,Débitos com Outras Partes Relacionadas,,,,
125,2.02.02.02,Outros,48.490,0,,
126,2.02.02.02.01,Obrigações por Pagamentos Baseados em Ações,,,,
127,2.02.02.02.02,Adiantamento para Futuro Aumento de Capital,,,,
128,2.02.02.02.03,Outras obrigações,48.490,0,,
129,2.02.03,Tributos Diferidos,,,,
130,2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,,,,
131,2.02.04,Provisões,43.353,18.941,,
132,2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,43.353,18.941,,
133,2.02.04.01.01,Provisões Fiscais,337,1.316,,
134,2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,1.596,1.896,,
135,2.02.04.01.03,Provisões para Benefícios a Empregados,,,,
136,2.02.04.01.04,Provisões Cíveis,41.420,15.729,,
137,2.02.04.02,Outras Provisões,,,,
138,2.02.04.02.01,Provisões para Garantias,,,,
139,2.02.04.02.02,Provisões para Reestruturação,,,,
140,2.02.04.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
141,2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
142,2.02.05.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
143,2.02.05.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
144,2.02.06,Lucros e Receitas a Apropriar,,,,
145,2.02.06.01,Lucros a Apropriar,,,,
146,2.02.06.02,Receitas a Apropriar,,,,
147,2.02.06.03,Subvenções de Investimento a Apropriar,,,,
148,2.03,Patrimônio Líquido,829.673,977.019,,
149,2.03.01,Capital Social Realizado,1.198.991,1.182.491,,
150,2.03.02,Reservas de Capital,5.655,1.719,,
151,2.03.02.01,Ágio na Emissão de Ações,,,,
152,2.03.02.02,Reserva Especial de Ágio na Incorporação,,,,
153,2.03.02.03,Alienação de Bônus de Subscrição,,,,
154,2.03.02.04,Opções Outorgadas,,,,
155,2.03.02.05,Ações em Tesouraria,,,,
156,2.03.02.06,Adiantamento para Futuro Aumento de Capital,,,,
157,2.03.03,Reservas de Reavaliação,,,,
158,2.03.04,Reservas de Lucros,,,,
159,2.03.04.01,Reserva Legal,,,,
160,2.03.04.02,Reserva Estatutária,,,,
161,2.03.04.03,Reserva para Contingências,,,,
162,2.03.04.04,Reserva de Lucros a Realizar,,,,
163,2.03.04.05,Reserva de Retenção de Lucros,,,,
164,2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,,,,
165,2.03.04.07,Reserva de Incentivos Fiscais,,,,
166,2.03.04.08,Dividendo Adicional Proposto,,,,
167,2.03.04.09,Ações em Tesouraria,,,,
168,2.03.05,Lucros/Prejuízos Acumulados,-374.807,-207.239,,
169,2.03.06,Ajustes de Avaliação Patrimonial,-166,48,,
170,2.03.07,Ajustes Acumulados de Conversão,,,,
171,2.03.08,Outros Resultados Abrangentes,,,,
172,3.01,Receita de Venda de Bens e/ou Serviços,,,5.630.707,4.433.188
173,3.02,Custo dos Bens e/ou Serviços Vendidos,,,-4.360.887,-3.467.292
174,3.03,Resultado Bruto,,,1.269.820,965.896
175,3.04,Despesas/Receitas Operacionais,,,-1.050.253,-854.907
176,3.04.01,Despesas com Vendas,,,-866.325,-640.339
177,3.04.02,Despesas Gerais e Administrativas,,,-142.873,-144.814
178,3.04.03,Perdas pela Não Recuperabilidade de Ativos,,,,
179,3.04.04,Outras Receitas Operacionais,,,,
180,3.04.05,Outras Despesas Operacionais,,,-57.902,-82.893
181,3.04.05.02,Honorários dos Administradores,,,-7.501,-7.478
182,3.04.05.03,Outras despesas operacionais,,,-50.401,-75.415
183,3.04.06,Resultado de Equivalência Patrimonial,,,16.847,13.139
184,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,,,219.567,110.989
185,3.06,Resultado Financeiro,,,-480.488,-393.909
186,3.06.01,Receitas Financeiras,,,170.856,159.087
187,3.06.02,Despesas Financeiras,,,-651.344,-552.996
188,3.07,Resultado Antes dos Tributos sobre o Lucro,,,-260.921,-282.920
189,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,,,93.353,101.730
190,3.08.01,Corrente,,,,
191,3.08.02,Diferido,,,93.353,101.730
192,3.09,Resultado Líquido das Operações Continuadas,,,-167.568,-181.190
193,3.10,Resultado Líquido de Operações Descontinuadas,,,,
194,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,,,,
195,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,,,,
196,3.11,Lucro/Prejuízo do Período,,,-167.568,-181.190
197,3.99,Lucro por Ação - (Reais / Ação),,,,
198,3.99.01,Lucro Básico por Ação,,,,
199,3.99.01.01,ON,,,-106670,-115750
200,3.99.02,Lucro Diluído por Ação,,,,
201,3.99.02.01,ON,,,-106670,-115750
