,Conta,Descrição,31/12/2015,31/12/2014,01/01/2015 a 31/12/2015,01/01/2014 a 31/12/2014
38,1.02.01.06.01,Imposto de Renda e Contribuição Social Diferidos,423.630,440.037,,
39,1.02.01.07,Despesas Antecipadas,,,,
40,1.02.01.08,Créditos com Partes Relacionadas,42.701,113.025,,
41,1.02.01.08.01,Créditos com Coligadas,,,,
42,1.02.01.08.02,Créditos com Controladas,42.701,107.289,,
43,1.02.01.08.03,Créditos com Controladores,0,5.736,,
44,1.02.01.08.04,Créditos com Outras Partes Relacionadas,,,,
45,1.02.01.09,Outros Ativos Não Circulantes,960.725,543.369,,
46,1.02.01.09.01,Ativos Não-Correntes a Venda,,,,
47,1.02.01.09.02,Ativos de Operações Descontinuadas,,,,
48,1.02.01.09.03,Depósitos judiciais,18.807,23.412,,
49,1.02.01.09.04,Impostos a recuperar e demais contas a receber,872.653,519.957,,
50,1.02.01.09.05,Outros Ativos Não Circulantes,69.265,0,,
51,1.02.02,Investimentos,434.209,213.150,,
52,1.02.02.01,Participações Societárias,434.209,213.150,,
53,1.02.02.01.01,Participações em Coligadas,,,,
54,1.02.02.01.02,Participações em Controladas,434.209,213.150,,
55,1.02.02.01.03,Participações em Controladas em Conjunto,,,,
56,1.02.02.01.04,Outras Participações Societárias,,,,
57,1.02.02.02,Propriedades para Investimento,,,,
58,1.02.03,Imobilizado,539.722,444.827,,
59,1.02.03.01,Imobilizado em Operação,539.722,444.827,,
60,1.02.03.02,Imobilizado Arrendado,,,,
61,1.02.03.03,Imobilizado em Andamento,,,,
62,1.02.04,Intangível,2.183.604,1.838.439,,
63,1.02.04.01,Intangíveis,2.183.604,1.838.439,,
64,1.02.04.01.01,Contrato de Concessão,,,,
65,1.02.05,Diferido,,,,
66,2,Passivo Total,9.492.507,7.262.899,,
67,2.01,Passivo Circulante,2.885.071,2.704.792,,
68,2.01.01,Obrigações Sociais e Trabalhistas,51.448,45.897,,
69,2.01.01.01,Obrigações Sociais,,,,
70,2.01.01.02,Obrigações Trabalhistas,51.448,45.897,,
71,2.01.01.02.01,"Salários, encargos e contribuições",51.448,45.897,,
72,2.01.02,Fornecedores,2.154.629,2.084.955,,
73,2.01.02.01,Fornecedores Nacionais,2.154.629,2.084.955,,
74,2.01.02.02,Fornecedores Estrangeiros,,,,
75,2.01.03,Obrigações Fiscais,27.879,12.115,,
76,2.01.03.01,Obrigações Fiscais Federais,6.066,0,,
77,2.01.03.01.01,Imposto de Renda e Contribuição Social a Pagar,,,,
78,2.01.03.01.05,Outros,6.066,0,,
79,2.01.03.02,Obrigações Fiscais Estaduais,20.553,11.937,,
80,2.01.03.02.01,Impostos sobre circulação de Mercadorias e Serviços - ICMS,20.553,11.937,,
81,2.01.03.03,Obrigações Fiscais Municipais,1.260,178,,
82,2.01.03.03.01,Imposto sobre serviço - ISS,1.260,178,,
83,2.01.04,Empréstimos e Financiamentos,407.028,410.000,,
84,2.01.04.01,Empréstimos e Financiamentos,206.300,409.418,,
85,2.01.04.01.01,Em Moeda Nacional,172.156,151.009,,
86,2.01.04.01.02,Em Moeda Estrangeira,34.144,258.409,,
87,2.01.04.02,Debêntures,200.728,582,,
88,2.01.04.02.01,Debêntures,200.728,582,,
89,2.01.04.03,Financiamento por Arrendamento Financeiro,,,,
90,2.01.05,Outras Obrigações,244.087,151.825,,
91,2.01.05.01,Passivos com Partes Relacionadas,,,,
92,2.01.05.01.01,Débitos com Coligadas,,,,
93,2.01.05.01.02,Débitos com Controladas,,,,
94,2.01.05.01.03,Débitos com Controladores,,,,
95,2.01.05.01.04,Débitos com Outras Partes Relacionadas,,,,
96,2.01.05.02,Outros,244.087,151.825,,
97,2.01.05.02.01,Dividendos e JCP a Pagar,,,,
98,2.01.05.02.02,Dividendo Mínimo Obrigatório a Pagar,,,,
99,2.01.05.02.03,Obrigações por Pagamentos Baseados em Ações,,,,
100,2.01.05.02.04,Outras obrigações,234.236,142.101,,
101,2.01.05.02.05,Contas a Pagar - Combinação de Negócios,9.851,9.724,,
102,2.01.06,Provisões,,,,
103,2.01.06.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,,,,
104,2.01.06.01.01,Provisões Fiscais,,,,
105,2.01.06.01.02,Provisões Previdenciárias e Trabalhistas,,,,
106,2.01.06.01.03,Provisões para Benefícios a Empregados,,,,
107,2.01.06.01.04,Provisões Cíveis,,,,
108,2.01.06.02,Outras Provisões,,,,
109,2.01.06.02.01,Provisões para Garantias,,,,
110,2.01.06.02.02,Provisões para Reestruturação,,,,
111,2.01.06.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
112,2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
113,2.01.07.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
114,2.01.07.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
115,2.02,Passivo Não Circulante,3.901.394,1.478.650,,
116,2.02.01,Empréstimos e Financiamentos,3.650.042,1.302.641,,
117,2.02.01.01,Empréstimos e Financiamentos,3.650.042,1.102.641,,
118,2.02.01.01.01,Em Moeda Nacional,2.830.042,1.102.641,,
119,2.02.01.01.02,Em Moeda Estrangeira,820.000,0,,
120,2.02.01.02,Debêntures,0,200.000,,
121,2.02.01.03,Financiamento por Arrendamento Financeiro,,,,
122,2.02.02,Outras Obrigações,201.007,135.634,,
123,2.02.02.01,Passivos com Partes Relacionadas,142.449,68.380,,
124,2.02.02.01.01,Débitos com Coligadas,,,,
125,2.02.02.01.02,Débitos com Controladas,125.899,68.380,,
126,2.02.02.01.03,Débitos com Controladores,16.550,0,,
127,2.02.02.01.04,Débitos com Outras Partes Relacionadas,,,,
128,2.02.02.02,Outros,58.558,67.254,,
129,2.02.02.02.01,Obrigações por Pagamentos Baseados em Ações,,,,
130,2.02.02.02.02,Adiantamento para Futuro Aumento de Capital,,,,
131,2.02.02.02.03,Outras obrigações,37.668,53.702,,
132,2.02.02.02.04,Contas a Pagar - Combinação de Negócios,20.890,13.552,,
133,2.02.03,Tributos Diferidos,,,,
134,2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,,,,
135,2.02.04,Provisões,50.345,40.375,,
136,2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,50.345,40.375,,
137,2.02.04.01.01,Provisões Fiscais,1.815,1.605,,
138,2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,1.595,1.596,,
139,2.02.04.01.03,Provisões para Benefícios a Empregados,,,,
140,2.02.04.01.04,Provisões Cíveis,46.935,37.174,,
141,2.02.04.02,Outras Provisões,,,,
142,2.02.04.02.01,Provisões para Garantias,,,,
143,2.02.04.02.02,Provisões para Reestruturação,,,,
144,2.02.04.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
145,2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
146,2.02.05.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
147,2.02.05.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
148,2.02.06,Lucros e Receitas a Apropriar,,,,
149,2.02.06.01,Lucros a Apropriar,,,,
150,2.02.06.02,Receitas a Apropriar,,,,
151,2.02.06.03,Subvenções de Investimento a Apropriar,,,,
152,2.03,Patrimônio Líquido,2.706.042,3.079.457,,
153,2.03.01,Capital Social Realizado,3.635.970,3.605.326,,
154,2.03.02,Reservas de Capital,27.691,12.671,,
155,2.03.02.01,Ágio na Emissão de Ações,,,,
156,2.03.02.02,Reserva Especial de Ágio na Incorporação,,,,
157,2.03.02.03,Alienação de Bônus de Subscrição,,,,
158,2.03.02.04,Opções Outorgadas,,,,
159,2.03.02.05,Ações em Tesouraria,,,,
160,2.03.02.06,Adiantamento para Futuro Aumento de Capital,,,,
161,2.03.03,Reservas de Reavaliação,,,,
162,2.03.04,Reservas de Lucros,,,,
163,2.03.04.01,Reserva Legal,,,,
164,2.03.04.02,Reserva Estatutária,,,,
165,2.03.04.03,Reserva para Contingências,,,,
166,2.03.04.04,Reserva de Lucros a Realizar,,,,
167,2.03.04.05,Reserva de Retenção de Lucros,,,,
168,2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,,,,
169,2.03.04.07,Reserva de Incentivos Fiscais,,,,
170,2.03.04.08,Dividendo Adicional Proposto,,,,
171,2.03.04.09,Ações em Tesouraria,,,,
172,2.03.05,Lucros/Prejuízos Acumulados,-957.251,-538.120,,
173,2.03.06,Ajustes de Avaliação Patrimonial,-368,-420,,
174,2.03.07,Ajustes Acumulados de Conversão,,,,
175,2.03.08,Outros Resultados Abrangentes,,,,
176,3.01,Receita de Venda de Bens e/ou Serviços,,,8.342.558,7.431.413
177,3.02,Custo dos Bens e/ou Serviços Vendidos,,,-6.553.992,-5.781.954
178,3.03,Resultado Bruto,,,1.788.566,1.649.459
179,3.04,Despesas/Receitas Operacionais,,,-1.432.251,-1.322.937
180,3.04.01,Despesas com Vendas,,,-1.201.922,-1.108.920
181,3.04.02,Despesas Gerais e Administrativas,,,-281.270,-180.431
182,3.04.03,Perdas pela Não Recuperabilidade de Ativos,,,,
183,3.04.04,Outras Receitas Operacionais,,,,
184,3.04.05,Outras Despesas Operacionais,,,92.239,-38.744
185,3.04.05.02,Honorários dos Administradores,,,,
186,3.04.05.03,Outras despesas operacionais,,,92.239,-38.744
187,3.04.06,Resultado de Equivalência Patrimonial,,,-41.298,5.158
188,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,,,356.315,326.522
189,3.06,Resultado Financeiro,,,-758.291,-605.018
190,3.06.01,Receitas Financeiras,,,351.011,263.065
191,3.06.02,Despesas Financeiras,,,-1.109.302,-868.083
192,3.07,Resultado Antes dos Tributos sobre o Lucro,,,-401.976,-278.496
193,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,,,-16.408,115.183
194,3.08.01,Corrente,,,,
195,3.08.02,Diferido,,,-16.408,115.183
196,3.09,Resultado Líquido das Operações Continuadas,,,-418.384,-163.313
197,3.10,Resultado Líquido de Operações Descontinuadas,,,,
198,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,,,,
199,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,,,,
200,3.11,Lucro/Prejuízo do Período,,,-418.384,-163.313
201,3.99,Lucro por Ação - (Reais / Ação),,,,
202,3.99.01,Lucro Básico por Ação,,,,
203,3.99.01.01,ON,,,-163200,-076360
204,3.99.02,Lucro Diluído por Ação,,,,
205,3.99.02.01,ON,,,-163200,-076360
