,Conta,Descrição,31/12/2018,31/12/2017,01/01/2018 a 31/12/2018,01/01/2017 a 31/12/2017
61,1.02.03.03,Imobilizado em Andamento,,,,
62,1.02.04,Intangível,2.462.235,2.480.191,,
63,1.02.04.01,Intangíveis,2.462.235,2.480.191,,
64,1.02.04.01.01,Contrato de Concessão,,,,
65,2,Passivo Total,12.747.572,12.353.804,,
66,2.01,Passivo Circulante,2.899.926,3.312.989,,
67,2.01.01,Obrigações Sociais e Trabalhistas,36.477,32.417,,
68,2.01.01.01,Obrigações Sociais,,,,
69,2.01.01.02,Obrigações Trabalhistas,36.477,32.417,,
70,2.01.01.02.01,"Salários, encargos e contribuições",36.477,32.417,,
71,2.01.02,Fornecedores,1.907.327,1.576.847,,
72,2.01.02.01,Fornecedores Nacionais,1.907.327,1.576.847,,
73,2.01.02.02,Fornecedores Estrangeiros,,,,
74,2.01.03,Obrigações Fiscais,36.459,35.562,,
75,2.01.03.01,Obrigações Fiscais Federais,4.279,7.456,,
76,2.01.03.01.01,Imposto de Renda e Contribuição Social a Pagar,,,,
77,2.01.03.01.04,Imposto de Renda Retido na Fonte,585,5.138,,
78,2.01.03.01.05,PIS e Cofins,2.645,0,,
79,2.01.03.01.06,Outros,1.049,2.318,,
80,2.01.03.02,Obrigações Fiscais Estaduais,29.203,26.546,,
81,2.01.03.02.01,Impostos sobre circulação de Mercadorias e Serviços - ICMS,29.203,26.546,,
82,2.01.03.03,Obrigações Fiscais Municipais,2.977,1.560,,
83,2.01.03.03.01,Imposto sobre serviço - ISS,2.977,1.560,,
84,2.01.04,Empréstimos e Financiamentos,678.538,1.497.002,,
85,2.01.04.01,Empréstimos e Financiamentos,678.292,1.496.737,,
86,2.01.04.01.01,Em Moeda Nacional,360.720,805.150,,
87,2.01.04.01.02,Em Moeda Estrangeira,317.572,691.587,,
88,2.01.04.02,Debêntures,246,265,,
89,2.01.04.02.01,Debêntures,246,265,,
90,2.01.04.03,Financiamento por Arrendamento Financeiro,,,,
91,2.01.05,Outras Obrigações,241.125,171.161,,
92,2.01.05.01,Passivos com Partes Relacionadas,,,,
93,2.01.05.01.01,Débitos com Coligadas,,,,
94,2.01.05.01.02,Débitos com Controladas,,,,
95,2.01.05.01.03,Débitos com Controladores,,,,
96,2.01.05.01.04,Débitos com Outras Partes Relacionadas,,,,
97,2.01.05.02,Outros,241.125,171.161,,
98,2.01.05.02.01,Dividendos e JCP a Pagar,,,,
99,2.01.05.02.02,Dividendo Mínimo Obrigatório a Pagar,,,,
100,2.01.05.02.03,Obrigações por Pagamentos Baseados em Ações,,,,
101,2.01.05.02.04,Outras obrigações,160.862,129.389,,
102,2.01.05.02.05,Contas a Pagar - Combinação de Negócios,0,12.363,,
103,2.01.05.02.06,Adiantamento Recebido de Clientes,80.263,29.409,,
104,2.01.06,Provisões,,,,
105,2.01.06.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,,,,
106,2.01.06.01.01,Provisões Fiscais,,,,
107,2.01.06.01.02,Provisões Previdenciárias e Trabalhistas,,,,
108,2.01.06.01.03,Provisões para Benefícios a Empregados,,,,
109,2.01.06.01.04,Provisões Cíveis,,,,
110,2.01.06.02,Outras Provisões,,,,
111,2.01.06.02.01,Provisões para Garantias,,,,
112,2.01.06.02.02,Provisões para Reestruturação,,,,
113,2.01.06.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
114,2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
115,2.01.07.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
116,2.01.07.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
117,2.02,Passivo Não Circulante,6.310.531,5.134.852,,
118,2.02.01,Empréstimos e Financiamentos,6.100.928,4.678.071,,
119,2.02.01.01,Empréstimos e Financiamentos,5.900.928,4.478.071,,
120,2.02.01.01.01,Em Moeda Nacional,5.098.339,4.188.078,,
121,2.02.01.01.02,Em Moeda Estrangeira,802.589,289.993,,
122,2.02.01.02,Debêntures,200.000,200.000,,
123,2.02.01.03,Financiamento por Arrendamento Financeiro,,,,
124,2.02.02,Outras Obrigações,155.851,394.134,,
125,2.02.02.01,Passivos com Partes Relacionadas,150.577,378.358,,
126,2.02.02.01.01,Débitos com Coligadas,,,,
127,2.02.02.01.02,Débitos com Controladas,150.577,251.462,,
128,2.02.02.01.03,Débitos com Controladores,0,126.896,,
129,2.02.02.01.04,Débitos com Outras Partes Relacionadas,,,,
130,2.02.02.02,Outros,5.274,15.776,,
131,2.02.02.02.01,Obrigações por Pagamentos Baseados em Ações,,,,
132,2.02.02.02.02,Adiantamento para Futuro Aumento de Capital,,,,
133,2.02.02.02.03,Outras obrigações,5.274,15.776,,
134,2.02.02.02.04,Contas a Pagar - Combinação de Negócios,,,,
135,2.02.03,Tributos Diferidos,,,,
136,2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,,,,
137,2.02.04,Provisões,53.752,62.647,,
138,2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,53.752,62.647,,
139,2.02.04.01.01,Provisões Fiscais,2.410,3.212,,
140,2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,7.710,1.697,,
141,2.02.04.01.03,Provisões para Benefícios a Empregados,,,,
142,2.02.04.01.04,Provisões Cíveis,43.632,57.738,,
143,2.02.04.02,Outras Provisões,,,,
144,2.02.04.02.01,Provisões para Garantias,,,,
145,2.02.04.02.02,Provisões para Reestruturação,,,,
146,2.02.04.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
147,2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
148,2.02.05.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
149,2.02.05.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
150,2.02.06,Lucros e Receitas a Apropriar,,,,
151,2.02.06.01,Lucros a Apropriar,,,,
152,2.02.06.02,Receitas a Apropriar,,,,
153,2.02.06.03,Subvenções de Investimento a Apropriar,,,,
154,2.03,Patrimônio Líquido,3.537.115,3.905.963,,
155,2.03.01,Capital Social Realizado,5.742.330,5.709.151,,
156,2.03.02,Reservas de Capital,46.773,52.314,,
157,2.03.02.01,Ágio na Emissão de Ações,4.081,4.081,,
158,2.03.02.02,Reserva Especial de Ágio na Incorporação,,,,
159,2.03.02.03,Alienação de Bônus de Subscrição,,,,
160,2.03.02.04,Opções Outorgadas,,,,
161,2.03.02.05,Ações em Tesouraria,,,,
162,2.03.02.06,Adiantamento para Futuro Aumento de Capital,,,,
163,2.03.02.07,Plano de Opção de Ações,42.692,48.233,,
164,2.03.03,Reservas de Reavaliação,,,,
165,2.03.04,Reservas de Lucros,,,,
166,2.03.04.01,Reserva Legal,,,,
167,2.03.04.02,Reserva Estatutária,,,,
168,2.03.04.03,Reserva para Contingências,,,,
169,2.03.04.04,Reserva de Lucros a Realizar,,,,
170,2.03.04.05,Reserva de Retenção de Lucros,,,,
171,2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,,,,
172,2.03.04.07,Reserva de Incentivos Fiscais,,,,
173,2.03.04.08,Dividendo Adicional Proposto,,,,
174,2.03.04.09,Ações em Tesouraria,,,,
175,2.03.05,Lucros/Prejuízos Acumulados,-2.251.988,-1.854.561,,
176,2.03.06,Ajustes de Avaliação Patrimonial,0,-941,,
177,2.03.07,Ajustes Acumulados de Conversão,,,,
178,2.03.08,Outros Resultados Abrangentes,,,,
179,3.01,Receita de Venda de Bens e/ou Serviços,,,6.225.396,6.012.667
180,3.02,Custo dos Bens e/ou Serviços Vendidos,,,-4.523.801,-4.655.964
181,3.03,Resultado Bruto,,,1.701.595,1.356.703
182,3.04,Despesas/Receitas Operacionais,,,-1.768.745,-1.373.200
183,3.04.01,Despesas com Vendas,,,-1.284.032,-985.636
184,3.04.02,Despesas Gerais e Administrativas,,,-487.544,-381.221
185,3.04.03,Perdas pela Não Recuperabilidade de Ativos,,,,
186,3.04.04,Outras Receitas Operacionais,,,,
187,3.04.05,Outras Despesas Operacionais,,,-64.479,-44.538
188,3.04.05.02,Honorários dos Administradores,,,,
189,3.04.05.03,Outras despesas operacionais,,,,
190,3.04.06,Resultado de Equivalência Patrimonial,,,67.310,38.195
191,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,,,-67.150,-16.497
192,3.06,Resultado Financeiro,,,-544.984,-616.566
193,3.06.01,Receitas Financeiras,,,425.995,464.687
194,3.06.02,Despesas Financeiras,,,-970.979,-1.081.253
195,3.07,Resultado Antes dos Tributos sobre o Lucro,,,-612.134,-633.063
196,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,,,214.707,221.613
197,3.08.01,Corrente,,,,
198,3.08.02,Diferido,,,214.707,221.613
199,3.09,Resultado Líquido das Operações Continuadas,,,-397.427,-411.450
200,3.10,Resultado Líquido de Operações Descontinuadas,,,,
201,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,,,,
202,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,,,,
203,3.11,Lucro/Prejuízo do Período,,,-397.427,-411.450
204,3.99,Lucro por Ação - (Reais / Ação),,,,
205,3.99.01,Lucro Básico por Ação,,,,
206,3.99.01.01,ON,,,-087380,-100520
207,3.99.02,Lucro Diluído por Ação,,,,
208,3.99.02.01,ON,,,-085960,-098600
