,Conta,Descrição,31/12/2017,31/12/2016,01/01/2017 a 31/12/2017,01/01/2016 a 31/12/2016
74,2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
75,2.02.05.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
76,2.02.05.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
77,2.02.06,Lucros e Receitas a Apropriar,352.000,378.000,,
78,2.02.06.01,Lucros a Apropriar,,,,
79,2.02.06.02,Receitas a Apropriar,352.000,378.000,,
80,2.02.06.03,Subvenções de Investimento a Apropriar,,,,
81,2.03,Patrimônio Líquido,12.145.000,7.501.000,,
82,2.03.01,Capital Social Realizado,7.599.000,4.055.000,,
83,2.03.02,Reservas de Capital,1.885.000,384.000,,
84,2.03.02.01,Ágio na Emissão de Ações,,,,
85,2.03.02.02,Reserva Especial de Ágio na Incorporação,-282.000,-282.000,,
86,2.03.02.03,Alienação de Bônus de Subscrição,,,,
87,2.03.02.04,Opções Outorgadas,,,,
88,2.03.02.05,Ações em Tesouraria,,,,
89,2.03.02.06,Adiantamento para Futuro Aumento de Capital,,,,
90,2.03.02.07,Reserva de Capital,2.167.000,666.000,,
91,2.03.03,Reservas de Reavaliação,,,,
92,2.03.04,Reservas de Lucros,2.658.000,3.061.000,,
93,2.03.04.01,Reserva Legal,0,132.000,,
94,2.03.04.02,Reserva Estatutária,,,,
95,2.03.04.03,Reserva para Contingências,,,,
96,2.03.04.04,Reserva de Lucros a Realizar,,,,
97,2.03.04.05,Reserva de Retenção de Lucros,0,2.929.000,,
98,2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,,,,
99,2.03.04.07,Reserva de Incentivos Fiscais,,,,
100,2.03.04.08,Dividendo Adicional Proposto,,,,
101,2.03.04.09,Ações em Tesouraria,,,,
102,2.03.05,Lucros/Prejuízos Acumulados,,,,
103,2.03.06,Ajustes de Avaliação Patrimonial,3.000,1.000,,
104,2.03.07,Ajustes Acumulados de Conversão,,,,
105,2.03.08,Outros Resultados Abrangentes,,,,
0,3.01,Receita de Venda de Bens e/ou Serviços,,,31.134.000,28.799.000
1,3.02,Custo dos Bens e/ou Serviços Vendidos,,,-26.438.000,-24.797.000
2,3.03,Resultado Bruto,,,4.696.000,4.002.000
3,3.04,Despesas/Receitas Operacionais,,,-2.156.000,-2.053.000
4,3.04.01,Despesas com Vendas,,,,
5,3.04.02,Despesas Gerais e Administrativas,,,-2.914.000,-2.556.000
6,3.04.02.01,Despesas Gerais e Administrativas,,,-2.648.000,-2.337.000
7,3.04.02.02,Depreciação e Amortização,,,-266.000,-219.000
8,3.04.03,Perdas pela Não Recuperabilidade de Ativos,,,,
9,3.04.04,Outras Receitas Operacionais,,,458.000,-25.000
10,3.04.05,Outras Despesas Operacionais,,,,
11,3.04.06,Resultado de Equivalência Patrimonial,,,300.000,528.000
12,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,,,2.540.000,1.949.000
13,3.06,Resultado Financeiro,,,-259.000,-436.000
14,3.06.01,Receitas Financeiras,,,260.000,806.000
15,3.06.02,Despesas Financeiras,,,-519.000,-1.242.000
16,3.07,Resultado Antes dos Tributos sobre o Lucro,,,2.281.000,1.513.000
17,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,,,-682.000,-339.000
18,3.08.01,Corrente,,,-580.000,-534.000
19,3.08.02,Diferido,,,-102.000,195.000
20,3.09,Resultado Líquido das Operações Continuadas,,,1.599.000,1.174.000
21,3.10,Resultado Líquido de Operações Descontinuadas,,,,
22,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,,,,
23,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,,,,
24,3.11,Lucro/Prejuízo do Período,,,1.599.000,1.174.000
25,3.99,Lucro por Ação - (Reais / Ação),,,,
26,3.99.01,Lucro Básico por Ação,,,,
27,3.99.02,Lucro Diluído por Ação,,,,
