,Conta,Descrição,31/12/2015,31/12/2014,01/01/2015 a 31/12/2015,01/01/2014 a 31/12/2014
51,1.02.01.09.06,Impostos e contribuições a recuperar,282.0,28.0,,
52,1.02.02,Investimentos,,,,
53,1.02.02.01,Participações Societárias,,,,
54,1.02.02.01.01,Participações em Coligadas,,,,
55,1.02.02.01.02,Participações em Controladas,,,,
56,1.02.02.01.03,Participações em Controladas em Conjunto,,,,
57,1.02.02.01.04,Outras Participações Societárias,,,,
58,1.02.02.02,Propriedades para Investimento,,,,
59,1.02.03,Imobilizado,,,,
60,1.02.03.01,Imobilizado em Operação,,,,
61,1.02.03.02,Imobilizado Arrendado,,,,
62,1.02.03.03,Imobilizado em Andamento,,,,
63,1.02.04,Intangível,,,,
64,1.02.04.01,Intangíveis,,,,
65,1.02.04.01.01,Contrato de Concessão,,,,
66,1.02.05,Diferido,,,,
67,2,Passivo Total,89.374,83.91,,
68,2.01,Passivo Circulante,7.065,3.0660000000000003,,
69,2.01.01,Obrigações Sociais e Trabalhistas,,,,
70,2.01.01.01,Obrigações Sociais,,,,
71,2.01.01.02,Obrigações Trabalhistas,,,,
72,2.01.02,Fornecedores,2.011,833.0,,
73,2.01.02.01,Fornecedores Nacionais,2.011,833.0,,
74,2.01.02.02,Fornecedores Estrangeiros,,,,
75,2.01.03,Obrigações Fiscais,1.062,1.148,,
76,2.01.03.01,Obrigações Fiscais Federais,700.0,736.0,,
77,2.01.03.01.01,Imposto de Renda e Contribuição Social a Pagar,546.0,407.0,,
78,2.01.03.01.02,Programa de Integração Social - PIS,17.0,19.0,,
79,2.01.03.01.03,Contribuição para o Financiamento da Seguridade Social - COFINS,79.0,89.0,,
80,2.01.03.01.04,Instituto Nacional da Seguridade Social - INSS,58.0,221.0,,
81,2.01.03.01.05,Outros,,,,
82,2.01.03.02,Obrigações Fiscais Estaduais,,,,
83,2.01.03.03,Obrigações Fiscais Municipais,362.0,412.0,,
84,2.01.04,Empréstimos e Financiamentos,610.0,543.0,,
85,2.01.04.01,Empréstimos e Financiamentos,610.0,543.0,,
86,2.01.04.01.01,Em Moeda Nacional,610.0,543.0,,
87,2.01.04.01.02,Em Moeda Estrangeira,,,,
88,2.01.04.02,Debêntures,,,,
89,2.01.04.03,Financiamento por Arrendamento Financeiro,,,,
90,2.01.05,Outras Obrigações,3.3819999999999997,542.0,,
91,2.01.05.01,Passivos com Partes Relacionadas,,,,
92,2.01.05.01.01,Débitos com Coligadas,,,,
93,2.01.05.01.02,Débitos com Controladas,,,,
94,2.01.05.01.03,Débitos com Controladores,,,,
95,2.01.05.01.04,Débitos com Outras Partes Relacionadas,,,,
96,2.01.05.02,Outros,3.3819999999999997,542.0,,
97,2.01.05.02.01,Dividendos e JCP a Pagar,,,,
98,2.01.05.02.02,Dividendo Mínimo Obrigatório a Pagar,,,,
99,2.01.05.02.03,Obrigações por Pagamentos Baseados em Ações,,,,
100,2.01.05.02.04,Taxas regulamentares,154.0,222.0,,
101,2.01.05.02.05,Outros passivos circulantes,156.0,255.0,,
102,2.01.05.02.06,Dividendos e Juros Sobre Capital Próprio,3.072,65.0,,
103,2.01.06,Provisões,,,,
104,2.01.06.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,,,,
105,2.01.06.01.01,Provisões Fiscais,,,,
106,2.01.06.01.02,Provisões Previdenciárias e Trabalhistas,,,,
107,2.01.06.01.03,Provisões para Benefícios a Empregados,,,,
108,2.01.06.01.04,Provisões Cíveis,,,,
109,2.01.06.02,Outras Provisões,,,,
110,2.01.06.02.01,Provisões para Garantias,,,,
111,2.01.06.02.02,Provisões para Reestruturação,,,,
112,2.01.06.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
113,2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
114,2.01.07.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
115,2.01.07.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
116,2.02,Passivo Não Circulante,3.891,4.194,,
117,2.02.01,Empréstimos e Financiamentos,3.426,4.02,,
118,2.02.01.01,Empréstimos e Financiamentos,3.426,4.02,,
119,2.02.01.01.01,Em Moeda Nacional,3.426,4.02,,
120,2.02.01.01.02,Em Moeda Estrangeira,,,,
121,2.02.01.02,Debêntures,,,,
122,2.02.01.03,Financiamento por Arrendamento Financeiro,,,,
123,2.02.02,Outras Obrigações,465.0,174.0,,
124,2.02.02.01,Passivos com Partes Relacionadas,,,,
125,2.02.02.01.01,Débitos com Coligadas,,,,
126,2.02.02.01.02,Débitos com Controladas,,,,
127,2.02.02.01.03,Débitos com Controladores,,,,
128,2.02.02.01.04,Débitos com Outras Partes Relacionadas,,,,
129,2.02.02.02,Outros,465.0,174.0,,
130,2.02.02.02.01,Obrigações por Pagamentos Baseados em Ações,,,,
131,2.02.02.02.02,Adiantamento para Futuro Aumento de Capital,,,,
132,2.02.02.02.03,Taxas regulamentares,380.0,92.0,,
133,2.02.02.02.04,Outros passivos não circulantes,85.0,82.0,,
134,2.02.03,Tributos Diferidos,,,,
135,2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,,,,
136,2.02.04,Provisões,,,,
137,2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,,,,
138,2.02.04.01.01,Provisões Fiscais,,,,
139,2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,,,,
140,2.02.04.01.03,Provisões para Benefícios a Empregados,,,,
141,2.02.04.01.04,Provisões Cíveis,,,,
142,2.02.04.02,Outras Provisões,,,,
143,2.02.04.02.01,Provisões para Garantias,,,,
144,2.02.04.02.02,Provisões para Reestruturação,,,,
145,2.02.04.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
146,2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
147,2.02.05.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
148,2.02.05.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
149,2.02.06,Lucros e Receitas a Apropriar,,,,
150,2.02.06.01,Lucros a Apropriar,,,,
151,2.02.06.02,Receitas a Apropriar,,,,
152,2.02.06.03,Subvenções de Investimento a Apropriar,,,,
153,2.03,Patrimônio Líquido,78.418,76.65,,
154,2.03.01,Capital Social Realizado,63.085,63.085,,
155,2.03.02,Reservas de Capital,,,,
156,2.03.02.01,Ágio na Emissão de Ações,,,,
157,2.03.02.02,Reserva Especial de Ágio na Incorporação,,,,
158,2.03.02.03,Alienação de Bônus de Subscrição,,,,
159,2.03.02.04,Opções Outorgadas,,,,
160,2.03.02.05,Ações em Tesouraria,,,,
161,2.03.02.06,Adiantamento para Futuro Aumento de Capital,,,,
162,2.03.03,Reservas de Reavaliação,,,,
163,2.03.04,Reservas de Lucros,15.333,13.565,,
164,2.03.04.01,Reserva Legal,6.332000000000001,5.7,,
165,2.03.04.02,Reserva Estatutária,,,,
166,2.03.04.03,Reserva para Contingências,,,,
167,2.03.04.04,Reserva de Lucros a Realizar,,,,
168,2.03.04.05,Reserva de Retenção de Lucros,,,,
169,2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,9.001,7.865,,
170,2.03.04.07,Reserva de Incentivos Fiscais,,,,
171,2.03.04.08,Dividendo Adicional Proposto,,,,
172,2.03.04.09,Ações em Tesouraria,,,,
173,2.03.05,Lucros/Prejuízos Acumulados,,,,
174,2.03.06,Ajustes de Avaliação Patrimonial,,,,
175,2.03.07,Ajustes Acumulados de Conversão,,,,
176,2.03.08,Outros Resultados Abrangentes,,,,
177,3.01,Receita de Venda de Bens e/ou Serviços,,,27.416999999999998,34.643
178,3.02,Custo dos Bens e/ou Serviços Vendidos,,,-15.409,-17.607
179,3.03,Resultado Bruto,,,12.008,17.035999999999998
180,3.04,Despesas/Receitas Operacionais,,,-788.0,-2.6630000000000003
181,3.04.01,Despesas com Vendas,,,,
182,3.04.02,Despesas Gerais e Administrativas,,,-788.0,-2.6630000000000003
183,3.04.03,Perdas pela Não Recuperabilidade de Ativos,,,,
184,3.04.04,Outras Receitas Operacionais,,,,
185,3.04.05,Outras Despesas Operacionais,,,,
186,3.04.06,Resultado de Equivalência Patrimonial,,,,
187,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,,,11.22,14.373
188,3.06,Resultado Financeiro,,,4.178,2.965
189,3.06.01,Receitas Financeiras,,,4.651,3.449
190,3.06.02,Despesas Financeiras,,,-473.0,-484.0
191,3.07,Resultado Antes dos Tributos sobre o Lucro,,,15.398,17.338
192,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,,,-2.765,-2.356
193,3.08.01,Corrente,,,-2.765,-2.356
194,3.08.02,Diferido,,,,
195,3.09,Resultado Líquido das Operações Continuadas,,,12.633,14.982000000000001
196,3.10,Resultado Líquido de Operações Descontinuadas,,,,
197,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,,,,
198,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,,,,
199,3.11,Lucro/Prejuízo do Período,,,12.633,14.982000000000001
200,3.99,Lucro por Ação - (Reais / Ação),,,,
201,3.99.01,Lucro Básico por Ação,,,,
202,3.99.01.01,ON,,,20000.0,24000.0
203,3.99.02,Lucro Diluído por Ação,,,,
