,Conta,Descrição,31/12/2011,31/12/2010,01/01/2011 a 31/12/2011,01/01/2010 a 31/12/2010
73,2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,28.686,23.547,,
74,2.02.04,Provisões,497.370,533.843,,
75,2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,497.370,533.843,,
76,2.02.04.01.01,Provisões Fiscais,21.327,32.045,,
77,2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,153.594,184.482,,
78,2.02.04.01.03,Provisões para Benefícios a Empregados,,,,
79,2.02.04.01.04,Provisões Cíveis,322.449,317.316,,
80,2.02.04.02,Outras Provisões,,,,
81,2.02.04.02.01,Provisões para Garantias,,,,
82,2.02.04.02.02,Provisões para Reestruturação,,,,
83,2.02.04.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
84,2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
85,2.02.05.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
86,2.02.05.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
87,2.02.06,Lucros e Receitas a Apropriar,,,,
88,2.02.06.01,Lucros a Apropriar,,,,
89,2.02.06.02,Receitas a Apropriar,,,,
90,2.02.06.03,Subvenções de Investimento a Apropriar,,,,
91,2.03,Patrimônio Líquido,1.635.736,1.583.469,,
92,2.03.01,Capital Social Realizado,998.230,998.230,,
93,2.03.02,Reservas de Capital,23.254,23.254,,
94,2.03.02.01,Ágio na Emissão de Ações,,,,
95,2.03.02.02,Reserva Especial de Ágio na Incorporação,,,,
96,2.03.02.03,Alienação de Bônus de Subscrição,,,,
97,2.03.02.04,Opções Outorgadas,,,,
98,2.03.02.05,Ações em Tesouraria,,,,
99,2.03.02.06,Adiantamento para Futuro Aumento de Capital,,,,
100,2.03.03,Reservas de Reavaliação,,,,
101,2.03.04,Reservas de Lucros,614.252,561.985,,
102,2.03.04.01,Reserva Legal,53.215,48.281,,
103,2.03.04.02,Reserva Estatutária,,,,
104,2.03.04.03,Reserva para Contingências,,,,
105,2.03.04.04,Reserva de Lucros a Realizar,,,,
106,2.03.04.05,Reserva de Retenção de Lucros,561.037,490.735,,
107,2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,,,,
108,2.03.04.07,Reserva de Incentivos Fiscais,,,,
109,2.03.04.08,Dividendo Adicional Proposto,0,22.969,,
110,2.03.04.09,Ações em Tesouraria,,,,
111,2.03.05,Lucros/Prejuízos Acumulados,,,,
112,2.03.06,Ajustes de Avaliação Patrimonial,,,,
113,2.03.07,Ajustes Acumulados de Conversão,,,,
114,2.03.08,Outros Resultados Abrangentes,,,,
0,3.01,Receita de Venda de Bens e/ou Serviços,,,3.312.371,3.154.775
1,3.01.01,Receita Bruta de Vendas e/ou Serviços,,,,
2,3.01.02,Deduções da Receita Bruta,,,,
3,3.02,Custo dos Bens e/ou Serviços Vendidos,,,-2.544.709,-2.399.048
4,3.03,Resultado Bruto,,,767.662,755.727
5,3.04,Despesas/Receitas Operacionais,,,-187.417,-294.001
6,3.04.01,Despesas com Vendas,,,-49.442,-179.207
7,3.04.02,Despesas Gerais e Administrativas,,,-137.975,-114.794
8,3.04.03,Perdas pela Não Recuperabilidade de Ativos,,,,
9,3.04.04,Outras Receitas Operacionais,,,,
10,3.04.05,Outras Despesas Operacionais,,,,
11,3.04.06,Resultado de Equivalência Patrimonial,,,,
12,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,,,580.245,461.726
13,3.06,Resultado Financeiro,,,-220.936,-133.811
14,3.06.01,Receitas Financeiras,,,88.491,145.201
15,3.06.02,Despesas Financeiras,,,-309.427,-279.012
16,3.07,Resultado Antes dos Tributos sobre o Lucro,,,359.309,327.915
17,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,,,-148.957,-111.823
18,3.08.01,Corrente,,,-88.719,-87.420
19,3.08.02,Diferido,,,-60.238,-24.403
20,3.09,Resultado Líquido das Operações Continuadas,,,210.352,216.092
21,3.10,Resultado Líquido de Operações Descontinuadas,,,,
22,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,,,,
23,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,,,,
24,3.11,Lucro/Prejuízo do Período,,,210.352,216.092
25,3.99,Lucro por Ação - (Reais / Ação),,,,
26,3.99.01,Lucro Básico por Ação,,,,
27,3.99.01.01,ON,,,005000,006000
28,3.99.02,Lucro Diluído por Ação,,,,
