,Conta,Descrição,31/12/2018,31/12/2017,01/01/2018 a 31/12/2018,01/01/2017 a 31/12/2017
9,2.01.02.01.03,Partes Relacionadas,27.515,14.010,,
10,2.01.02.02,Fornecedores Estrangeiros,,,,
11,2.01.03,Obrigações Fiscais,119.762,124.737,,
12,2.01.03.01,Obrigações Fiscais Federais,64.741,64.664,,
13,2.01.03.01.01,Imposto de Renda e Contribuição Social a Pagar,,,,
14,2.01.03.02,Obrigações Fiscais Estaduais,53.245,56.226,,
15,2.01.03.03,Obrigações Fiscais Municipais,1.776,3.847,,
16,2.01.04,Empréstimos e Financiamentos,1.762.742,1.091.655,,
17,2.01.04.01,Empréstimos e Financiamentos,1.761.231,1.090.025,,
18,2.01.04.01.01,Em Moeda Nacional,1.315.944,956.998,,
19,2.01.04.01.02,Em Moeda Estrangeira,445.287,133.027,,
20,2.01.04.02,Debêntures,1.511,1.630,,
21,2.01.04.03,Financiamento por Arrendamento Financeiro,,,,
22,2.01.05,Outras Obrigações,555.418,525.833,,
23,2.01.05.01,Passivos com Partes Relacionadas,,,,
24,2.01.05.01.01,Débitos com Coligadas,,,,
25,2.01.05.01.02,Débitos com Controladas,,,,
26,2.01.05.01.03,Débitos com Controladores,,,,
27,2.01.05.01.04,Débitos com Outras Partes Relacionadas,,,,
28,2.01.05.02,Outros,555.418,525.833,,
29,2.01.05.02.01,Dividendos e JCP a Pagar,,,,
30,2.01.05.02.02,Dividendo Mínimo Obrigatório a Pagar,87.184,46.515,,
31,2.01.05.02.03,Obrigações por Pagamentos Baseados em Ações,,,,
32,2.01.05.02.04,Passivos financeiros setoriais,,,,
33,2.01.05.02.05,Instrumentos Financeiros derivativos -SWAP,7.680,34.291,,
34,2.01.05.02.06,"Programas de Pesquisa, Desenvolvimento e de Eficiência Energética",,,,
35,2.01.05.02.07,Obrigações com Contribuição de Iluminação Pública,,,,
36,2.01.05.02.08,Energia livre e encargo emergencial,,,,
37,2.01.05.02.09,Outras Obrigações,84.657,75.817,,
38,2.01.05.02.10,Repasse CCRTB,,,,
39,2.01.05.02.11,Taxas regulamentares,375.897,369.210,,
40,2.01.06,Provisões,,,,
41,2.01.06.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,,,,
42,2.01.06.01.01,Provisões Fiscais,,,,
43,2.01.06.01.02,Provisões Previdenciárias e Trabalhistas,,,,
44,2.01.06.01.03,Provisões para Benefícios a Empregados,,,,
45,2.01.06.01.04,Provisões Cíveis,,,,
46,2.01.06.02,Outras Provisões,,,,
47,2.01.06.02.01,Provisões para Garantias,,,,
48,2.01.06.02.02,Provisões para Reestruturação,,,,
49,2.01.06.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
50,2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
51,2.01.07.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
52,2.01.07.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
53,2.02,Passivo Não Circulante,2.955.915,3.288.332,,
54,2.02.01,Empréstimos e Financiamentos,1.848.907,2.007.575,,
55,2.02.01.01,Empréstimos e Financiamentos,1.250.981,1.410.683,,
56,2.02.01.01.01,Em Moeda Nacional,581.165,908.972,,
57,2.02.01.01.02,Em Moeda Estrangeira,669.816,501.711,,
58,2.02.01.02,Debêntures,597.926,596.892,,
59,2.02.01.03,Financiamento por Arrendamento Financeiro,,,,
60,2.02.02,Outras Obrigações,504.804,615.653,,
61,2.02.02.01,Passivos com Partes Relacionadas,,,,
62,2.02.02.01.01,Débitos com Coligadas,,,,
63,2.02.02.01.02,Débitos com Controladas,,,,
64,2.02.02.01.03,Débitos com Controladores,,,,
65,2.02.02.01.04,Débitos com Outras Partes Relacionadas,,,,
66,2.02.02.02,Outros,504.804,615.653,,
67,2.02.02.02.01,Obrigações por Pagamentos Baseados em Ações,,,,
68,2.02.02.02.02,Adiantamento para Futuro Aumento de Capital,,,,
69,2.02.02.02.03,Fornecedores,454,404,,
70,2.02.02.02.04,Obrigações com Benefícios Pós-Emprego,429.975,492.442,,
71,2.02.02.02.05,Passivos Financeiros Setoriais,6.111,32.088,,
72,2.02.02.02.06,Outros,269,0,,
73,2.02.02.02.07,Instrumentos Financeiros derivativos -SWAP,5.617,19.647,,
74,2.02.02.02.08,Taxas Regulamentares,62.378,71.072,,
75,2.02.03,Tributos Diferidos,,,,
76,2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,,,,
77,2.02.04,Provisões,602.204,665.104,,
78,2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,602.204,665.104,,
79,2.02.04.01.01,Provisões Fiscais,30.811,34.717,,
80,2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,283.327,285.147,,
81,2.02.04.01.03,Provisões para Benefícios a Empregados,,,,
82,2.02.04.01.04,Provisões Cíveis,283.636,319.324,,
83,2.02.04.01.05,Provisões regulatórias,4.430,25.916,,
84,2.02.04.02,Outras Provisões,,,,
85,2.02.04.02.01,Provisões para Garantias,,,,
86,2.02.04.02.02,Provisões para Reestruturação,,,,
87,2.02.04.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
88,2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
89,2.02.05.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
90,2.02.05.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
91,2.02.06,Lucros e Receitas a Apropriar,,,,
92,2.02.06.01,Lucros a Apropriar,,,,
93,2.02.06.02,Receitas a Apropriar,,,,
94,2.02.06.03,Subvenções de Investimento a Apropriar,,,,
95,2.03,Patrimônio Líquido,3.495.551,3.356.968,,
96,2.03.01,Capital Social Realizado,2.498.230,2.498.230,,
97,2.03.02,Reservas de Capital,23.254,23.254,,
98,2.03.02.01,Ágio na Emissão de Ações,,,,
99,2.03.02.02,Reserva Especial de Ágio na Incorporação,,,,
100,2.03.02.03,Alienação de Bônus de Subscrição,,,,
101,2.03.02.04,Opções Outorgadas,,,,
102,2.03.02.05,Ações em Tesouraria,,,,
103,2.03.02.06,Adiantamento para Futuro Aumento de Capital,,,,
104,2.03.03,Reservas de Reavaliação,,,,
105,2.03.04,Reservas de Lucros,976.874,826.920,,
106,2.03.04.01,Reserva Legal,121.941,113.379,,
107,2.03.04.02,Reserva Estatutária,,,,
108,2.03.04.03,Reserva para Contingências,,,,
109,2.03.04.04,Reserva de Lucros a Realizar,,,,
110,2.03.04.05,Reserva de Retenção de Lucros,854.933,713.541,,
111,2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,,,,
112,2.03.04.07,Reserva de Incentivos Fiscais,,,,
113,2.03.04.08,Dividendo Adicional Proposto,,,,
114,2.03.04.09,Ações em Tesouraria,,,,
115,2.03.04.10,Expirados,,,,
116,2.03.05,Lucros/Prejuízos Acumulados,,,,
117,2.03.06,Ajustes de Avaliação Patrimonial,,,,
118,2.03.07,Ajustes Acumulados de Conversão,,,,
119,2.03.08,Outros Resultados Abrangentes,-2.807,8.564,,
120,2.03.08.01,Fundo de Pensão,,,,
121,2.03.08.02,Instrumentos financeiros derivativos - Swap,-2.807,8.564,,
0,3.01,Receita de Venda de Bens e/ou Serviços,,,5.460.889,5.338.280
1,3.01.01,Receita Bruta de Vendas e/ou Serviços,,,,
2,3.01.02,Deduções da Receita Bruta,,,,
3,3.02,Custo dos Bens e/ou Serviços Vendidos,,,-4.532.888,-4.711.838
4,3.03,Resultado Bruto,,,928.001,626.442
5,3.04,Despesas/Receitas Operacionais,,,-306.488,-283.881
6,3.04.01,Despesas com Vendas,,,-149.241,-140.745
7,3.04.02,Despesas Gerais e Administrativas,,,-219.021,-212.253
8,3.04.03,Perdas pela Não Recuperabilidade de Ativos,,,,
9,3.04.04,Outras Receitas Operacionais,,,61.774,69.117
10,3.04.05,Outras Despesas Operacionais,,,,
11,3.04.06,Resultado de Equivalência Patrimonial,,,,
12,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,,,621.513,342.561
13,3.06,Resultado Financeiro,,,-351.957,-490.635
14,3.06.01,Receitas Financeiras,,,951.425,429.512
15,3.06.02,Despesas Financeiras,,,-1.303.382,-920.147
16,3.07,Resultado Antes dos Tributos sobre o Lucro,,,269.556,-148.074
17,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,,,-98.310,45.097
18,3.08.01,Corrente,,,-4.677,0
19,3.08.02,Diferido,,,-93.633,45.097
20,3.09,Resultado Líquido das Operações Continuadas,,,171.246,-102.977
21,3.10,Resultado Líquido de Operações Descontinuadas,,,,
22,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,,,,
23,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,,,,
24,3.11,Lucro/Prejuízo do Período,,,171.246,-102.977
25,3.99,Lucro por Ação - (Reais / Ação),,,,
26,3.99.01,Lucro Básico por Ação,,,,
27,3.99.01.01,ON,,,102768,-103399
28,3.99.02,Lucro Diluído por Ação,,,,
