,Conta,Descrição,31/12/2016,31/12/2015,01/01/2016 a 31/12/2016,01/01/2015 a 31/12/2015
40,1.02.01.08,Créditos com Partes Relacionadas,62.565,42.701,,
41,1.02.01.08.01,Créditos com Coligadas,,,,
42,1.02.01.08.02,Créditos com Controladas,62.565,42.701,,
43,1.02.01.08.03,Créditos com Controladores,,,,
44,1.02.01.08.04,Créditos com Outras Partes Relacionadas,,,,
45,1.02.01.09,Outros Ativos Não Circulantes,1.152.190,960.725,,
46,1.02.01.09.01,Ativos Não-Correntes a Venda,,,,
47,1.02.01.09.02,Ativos de Operações Descontinuadas,,,,
48,1.02.01.09.03,Depósitos judiciais,17.550,18.807,,
49,1.02.01.09.04,Impostos a recuperar e demais contas a receber,1.067.452,872.653,,
50,1.02.01.09.05,Outros Ativos Não Circulantes,67.188,69.265,,
51,1.02.02,Investimentos,485.356,434.209,,
52,1.02.02.01,Participações Societárias,485.356,434.209,,
53,1.02.02.01.01,Participações em Coligadas,,,,
54,1.02.02.01.02,Participações em Controladas,485.356,434.209,,
55,1.02.02.01.03,Participações em Controladas em Conjunto,,,,
56,1.02.02.01.04,Outras Participações Societárias,,,,
57,1.02.02.02,Propriedades para Investimento,,,,
58,1.02.03,Imobilizado,514.675,539.722,,
59,1.02.03.01,Imobilizado em Operação,514.675,539.722,,
60,1.02.03.02,Imobilizado Arrendado,,,,
61,1.02.03.03,Imobilizado em Andamento,,,,
62,1.02.04,Intangível,2.375.029,2.183.604,,
63,1.02.04.01,Intangíveis,2.375.029,2.183.604,,
64,1.02.04.01.01,Contrato de Concessão,,,,
65,1.02.05,Diferido,,,,
66,2,Passivo Total,9.812.763,9.458.711,,
67,2.01,Passivo Circulante,2.710.087,2.878.622,,
68,2.01.01,Obrigações Sociais e Trabalhistas,45.717,51.448,,
69,2.01.01.01,Obrigações Sociais,,,,
70,2.01.01.02,Obrigações Trabalhistas,45.717,51.448,,
71,2.01.01.02.01,"Salários, encargos e contribuições",45.717,51.448,,
72,2.01.02,Fornecedores,1.966.972,2.154.629,,
73,2.01.02.01,Fornecedores Nacionais,1.966.972,2.154.629,,
74,2.01.02.02,Fornecedores Estrangeiros,,,,
75,2.01.03,Obrigações Fiscais,49.840,27.879,,
76,2.01.03.01,Obrigações Fiscais Federais,1.369,6.066,,
77,2.01.03.01.01,Imposto de Renda e Contribuição Social a Pagar,,,,
78,2.01.03.01.05,Outros,1.369,6.066,,
79,2.01.03.02,Obrigações Fiscais Estaduais,47.521,20.553,,
80,2.01.03.02.01,Impostos sobre circulação de Mercadorias e Serviços - ICMS,47.521,20.553,,
81,2.01.03.03,Obrigações Fiscais Municipais,950,1.260,,
82,2.01.03.03.01,Imposto sobre serviço - ISS,950,1.260,,
83,2.01.04,Empréstimos e Financiamentos,448.927,400.579,,
84,2.01.04.01,Empréstimos e Financiamentos,448.165,199.851,,
85,2.01.04.01.01,Em Moeda Nacional,323.943,165.707,,
86,2.01.04.01.02,Em Moeda Estrangeira,124.222,34.144,,
87,2.01.04.02,Debêntures,762,200.728,,
88,2.01.04.02.01,Debêntures,762,200.728,,
89,2.01.04.03,Financiamento por Arrendamento Financeiro,,,,
90,2.01.05,Outras Obrigações,198.631,244.087,,
91,2.01.05.01,Passivos com Partes Relacionadas,,,,
92,2.01.05.01.01,Débitos com Coligadas,,,,
93,2.01.05.01.02,Débitos com Controladas,,,,
94,2.01.05.01.03,Débitos com Controladores,,,,
95,2.01.05.01.04,Débitos com Outras Partes Relacionadas,,,,
96,2.01.05.02,Outros,198.631,244.087,,
97,2.01.05.02.01,Dividendos e JCP a Pagar,,,,
98,2.01.05.02.02,Dividendo Mínimo Obrigatório a Pagar,,,,
99,2.01.05.02.03,Obrigações por Pagamentos Baseados em Ações,,,,
100,2.01.05.02.04,Outras obrigações,150.278,206.631,,
101,2.01.05.02.05,Contas a Pagar - Combinação de Negócios,12.555,9.851,,
102,2.01.05.02.06,Adiantamento Recebido de Clientes,35.798,27.605,,
103,2.01.06,Provisões,,,,
104,2.01.06.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,,,,
105,2.01.06.01.01,Provisões Fiscais,,,,
106,2.01.06.01.02,Provisões Previdenciárias e Trabalhistas,,,,
107,2.01.06.01.03,Provisões para Benefícios a Empregados,,,,
108,2.01.06.01.04,Provisões Cíveis,,,,
109,2.01.06.02,Outras Provisões,,,,
110,2.01.06.02.01,Provisões para Garantias,,,,
111,2.01.06.02.02,Provisões para Reestruturação,,,,
112,2.01.06.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
113,2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
114,2.01.07.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
115,2.01.07.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
116,2.02,Passivo Não Circulante,4.024.724,3.874.047,,
117,2.02.01,Empréstimos e Financiamentos,3.727.560,3.622.695,,
118,2.02.01.01,Empréstimos e Financiamentos,3.527.560,3.622.695,,
119,2.02.01.01.01,Em Moeda Nacional,2.797.560,2.802.695,,
120,2.02.01.01.02,Em Moeda Estrangeira,730.000,820.000,,
121,2.02.01.02,Debêntures,200.000,0,,
122,2.02.01.03,Financiamento por Arrendamento Financeiro,,,,
123,2.02.02,Outras Obrigações,241.367,201.007,,
124,2.02.02.01,Passivos com Partes Relacionadas,214.064,142.449,,
125,2.02.02.01.01,Débitos com Coligadas,,,,
126,2.02.02.01.02,Débitos com Controladas,132.244,125.899,,
127,2.02.02.01.03,Débitos com Controladores,81.820,16.550,,
128,2.02.02.01.04,Débitos com Outras Partes Relacionadas,,,,
129,2.02.02.02,Outros,27.303,58.558,,
130,2.02.02.02.01,Obrigações por Pagamentos Baseados em Ações,,,,
131,2.02.02.02.02,Adiantamento para Futuro Aumento de Capital,,,,
132,2.02.02.02.03,Outras obrigações,16.053,37.668,,
133,2.02.02.02.04,Contas a Pagar - Combinação de Negócios,11.250,20.890,,
134,2.02.03,Tributos Diferidos,,,,
135,2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,,,,
136,2.02.04,Provisões,55.797,50.345,,
137,2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,55.797,50.345,,
138,2.02.04.01.01,Provisões Fiscais,2.718,1.815,,
139,2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,1.595,1.595,,
140,2.02.04.01.03,Provisões para Benefícios a Empregados,,,,
141,2.02.04.01.04,Provisões Cíveis,51.484,46.935,,
142,2.02.04.02,Outras Provisões,,,,
143,2.02.04.02.01,Provisões para Garantias,,,,
144,2.02.04.02.02,Provisões para Reestruturação,,,,
145,2.02.04.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
146,2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
147,2.02.05.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
148,2.02.05.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
149,2.02.06,Lucros e Receitas a Apropriar,,,,
150,2.02.06.01,Lucros a Apropriar,,,,
151,2.02.06.02,Receitas a Apropriar,,,,
152,2.02.06.03,Subvenções de Investimento a Apropriar,,,,
153,2.03,Patrimônio Líquido,3.077.952,2.706.042,,
154,2.03.01,Capital Social Realizado,4.483.041,3.635.970,,
155,2.03.02,Reservas de Capital,38.927,27.691,,
156,2.03.02.01,Ágio na Emissão de Ações,4.081,4.081,,
157,2.03.02.02,Reserva Especial de Ágio na Incorporação,,,,
158,2.03.02.03,Alienação de Bônus de Subscrição,,,,
159,2.03.02.04,Opções Outorgadas,,,,
160,2.03.02.05,Ações em Tesouraria,,,,
161,2.03.02.06,Adiantamento para Futuro Aumento de Capital,,,,
162,2.03.02.07,Plano de Opção de Ações,34.846,23.610,,
163,2.03.03,Reservas de Reavaliação,,,,
164,2.03.04,Reservas de Lucros,,,,
165,2.03.04.01,Reserva Legal,,,,
166,2.03.04.02,Reserva Estatutária,,,,
167,2.03.04.03,Reserva para Contingências,,,,
168,2.03.04.04,Reserva de Lucros a Realizar,,,,
169,2.03.04.05,Reserva de Retenção de Lucros,,,,
170,2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,,,,
171,2.03.04.07,Reserva de Incentivos Fiscais,,,,
172,2.03.04.08,Dividendo Adicional Proposto,,,,
173,2.03.04.09,Ações em Tesouraria,,,,
174,2.03.05,Lucros/Prejuízos Acumulados,-1.443.111,-957.251,,
175,2.03.06,Ajustes de Avaliação Patrimonial,-905,-368,,
176,2.03.07,Ajustes Acumulados de Conversão,,,,
177,2.03.08,Outros Resultados Abrangentes,,,,
178,3.01,Receita de Venda de Bens e/ou Serviços,,,7.901.839,8.342.558
179,3.02,Custo dos Bens e/ou Serviços Vendidos,,,-5.975.308,-6.553.992
180,3.03,Resultado Bruto,,,1.926.531,1.788.566
181,3.04,Despesas/Receitas Operacionais,,,-1.615.575,-1.432.251
182,3.04.01,Despesas com Vendas,,,-1.237.906,-1.201.922
183,3.04.02,Despesas Gerais e Administrativas,,,-338.528,-281.270
184,3.04.03,Perdas pela Não Recuperabilidade de Ativos,,,,
185,3.04.04,Outras Receitas Operacionais,,,,
186,3.04.05,Outras Despesas Operacionais,,,-32.962,92.239
187,3.04.05.02,Honorários dos Administradores,,,,
188,3.04.05.03,Outras despesas operacionais,,,,
189,3.04.06,Resultado de Equivalência Patrimonial,,,-6.179,-41.298
190,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,,,310.956,356.315
191,3.06,Resultado Financeiro,,,-1.040.941,-758.291
192,3.06.01,Receitas Financeiras,,,444.030,351.011
193,3.06.02,Despesas Financeiras,,,-1.484.971,-1.109.302
194,3.07,Resultado Antes dos Tributos sobre o Lucro,,,-729.985,-401.976
195,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,,,244.125,-16.408
196,3.08.01,Corrente,,,,
197,3.08.02,Diferido,,,244.125,-16.408
198,3.09,Resultado Líquido das Operações Continuadas,,,-485.860,-418.384
199,3.10,Resultado Líquido de Operações Descontinuadas,,,,
200,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,,,,
201,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,,,,
202,3.11,Lucro/Prejuízo do Período,,,-485.860,-418.384
203,3.99,Lucro por Ação - (Reais / Ação),,,,
204,3.99.01,Lucro Básico por Ação,,,,
205,3.99.01.01,ON,,,-166170,-163200
206,3.99.02,Lucro Diluído por Ação,,,,
207,3.99.02.01,ON,,,-161770,-160360
