,Conta,Descrição,31/12/2019,31/12/2018,01/01/2019 a 31/12/2019,01/01/2018 a 31/12/2018
43,1.02.01.09.03,Créditos com Controladores,,,,
44,1.02.01.09.04,Créditos com Outras Partes Relacionadas,,,,
45,1.02.01.10,Outros Ativos Não Circulantes,317.002,242.158,,
46,1.02.01.10.01,Ativos Não-Correntes a Venda,,,,
47,1.02.01.10.02,Ativos de Operações Descontinuadas,,,,
48,1.02.01.10.04,Depósitos Judiciais e Cauções,28.126,42.815,,
49,1.02.01.10.05,Tributos a Recuperar,283.566,190.120,,
50,1.02.01.10.07,Outras contas a Receber,5.310,9.223,,
51,1.02.02,Investimentos,344.803,416.467,,
52,1.02.02.01,Participações Societárias,344.658,416.322,,
53,1.02.02.01.01,Participações em Coligadas,,,,
54,1.02.02.01.02,Participações em Controladas,344.658,416.322,,
55,1.02.02.01.03,Participações em Controladas em Conjunto,,,,
56,1.02.02.01.04,Outros Investimentos,,,,
57,1.02.02.02,Propriedades para Investimento,145,145,,
58,1.02.03,Imobilizado,786.978,631.404,,
59,1.02.03.01,Imobilizado em Operação,603.715,583.806,,
60,1.02.03.02,Direito de Uso em Arrendamento,101.069,0,,
61,1.02.03.02.01,Direito de Uso IFRS 16,101.381,0,,
62,1.02.03.02.02,Depreciação Direito de Uso IFRS 16,-9.349,0,,
63,1.02.03.02.03,Efeito PIS e COFINS IFRS 16,9.037,0,,
64,1.02.03.03,Imobilizado em Andamento,82.194,47.598,,
65,1.02.04,Intangível,107.880,106.456,,
66,1.02.04.01,Intangíveis,107.880,106.456,,
67,1.02.04.01.01,Contrato de Concessão,,,,
0,2,Passivo Total,3.667.409,3.322.511,,
1,2.01,Passivo Circulante,778.130,682.193,,
2,2.01.01,Obrigações Sociais e Trabalhistas,123.939,110.265,,
3,2.01.01.01,Obrigações Sociais,8.008,9.260,,
4,2.01.01.02,Obrigações Trabalhistas,115.931,101.005,,
5,2.01.02,Fornecedores,329.813,333.662,,
6,2.01.02.01,Fornecedores Nacionais,212.442,283.377,,
7,2.01.02.02,Fornecedores Estrangeiros,117.371,50.285,,
8,2.01.03,Obrigações Fiscais,24.349,23.374,,
9,2.01.03.01,Obrigações Fiscais Federais,24.349,23.374,,
10,2.01.03.01.01,Imposto de Renda e Contribuição Social a Pagar,6.587,3.788,,
11,2.01.03.01.02,Outras Obrigações Fiscais,17.762,19.586,,
12,2.01.03.02,Obrigações Fiscais Estaduais,,,,
13,2.01.03.03,Obrigações Fiscais Municipais,,,,
14,2.01.04,Empréstimos e Financiamentos,125.004,142.073,,
15,2.01.04.01,Empréstimos e Financiamentos,125.004,142.073,,
16,2.01.04.01.01,Em Moeda Nacional,125.004,142.073,,
17,2.01.04.01.02,Em Moeda Estrangeira,,,,
18,2.01.04.02,Debêntures,,,,
19,2.01.04.03,Financiamento por Arrendamento,,,,
20,2.01.05,Outras Obrigações,165.493,66.835,,
21,2.01.05.01,Passivos com Partes Relacionadas,,,,
22,2.01.05.01.01,Débitos com Coligadas,,,,
23,2.01.05.01.02,Débitos com Controladas,,,,
24,2.01.05.01.03,Débitos com Controladores,,,,
25,2.01.05.01.04,Débitos com Outras Partes Relacionadas,,,,
26,2.01.05.02,Outros,165.493,66.835,,
27,2.01.05.02.01,Dividendos e JCP a Pagar,10.665,4.399,,
28,2.01.05.02.02,Dividendo Mínimo Obrigatório a Pagar,,,,
29,2.01.05.02.03,Obrigações por Pagamentos Baseados em Ações,,,,
30,2.01.05.02.04,Perdas não Realizadas em Operações com Derivativos,1.349,5.288,,
31,2.01.05.02.05,Provisões e Outras Obrigações,70.033,57.148,,
32,2.01.05.02.06,Passivo de Arrendamento IFRS 16,13.853,0,,
33,2.01.05.02.07,Juros a Apropriar IFRS 16,-4.282,0,,
34,2.01.05.02.08,Efeito PIS e COFINS IFRS 16,1.237,0,,
35,2.01.05.02.09,Risco Sacado,50.095,0,,
36,2.01.05.02.10,Plano de Incentivo de Longo Prazo,22.543,0,,
37,2.01.06,Provisões,9.532,5.984,,
38,2.01.06.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,9.532,5.984,,
39,2.01.06.01.01,Provisões Fiscais,,,,
40,2.01.06.01.02,Provisões Previdenciárias e Trabalhistas,9.532,5.984,,
41,2.01.06.01.03,Provisões para Benefícios a Empregados,,,,
42,2.01.06.01.04,Provisões Cíveis,,,,
43,2.01.06.02,Outras Provisões,,,,
44,2.01.06.02.01,Provisões para Garantias,,,,
45,2.01.06.02.02,Provisões para Reestruturação,,,,
46,2.01.06.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
47,2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
48,2.01.07.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
49,2.01.07.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
50,2.02,Passivo Não Circulante,246.348,259.505,,
51,2.02.01,Empréstimos e Financiamentos,101.825,230.676,,
52,2.02.01.01,Empréstimos e Financiamentos,101.825,230.676,,
53,2.02.01.01.01,Em Moeda Nacional,,,,
54,2.02.01.01.02,Em Moeda Estrangeira,,,,
55,2.02.01.02,Debêntures,,,,
56,2.02.01.03,Financiamento por Arrendamento,,,,
57,2.02.02,Outras Obrigações,133.508,17.917,,
58,2.02.02.01,Passivos com Partes Relacionadas,,,,
59,2.02.02.01.01,Débitos com Coligadas,,,,
60,2.02.02.01.02,Débitos com Controladas,,,,
61,2.02.02.01.03,Débitos com Controladores,,,,
62,2.02.02.01.04,Débitos com Outras Partes Relacionadas,,,,
63,2.02.02.02,Outros,133.508,17.917,,
64,2.02.02.02.01,Obrigações por Pagamentos Baseados em Ações,,,,
65,2.02.02.02.02,Adiantamento para Futuro Aumento de Capital,,,,
66,2.02.02.02.03,Outros Passivos,14.961,10.534,,
67,2.02.02.02.04,Plano de Incentivo de Longo Prazo,33.733,7.383,,
68,2.02.02.02.05,Passivo de Arrendamento IFRS 16,107.235,0,,
69,2.02.02.02.06,Juros a Apropriar IFRS 16,-31.674,0,,
70,2.02.02.02.07,Efeito PIS e COFINS IFRS 16,7.800,0,,
71,2.02.02.02.08,Patrimônio Líquido Negativo,1.453,0,,
72,2.02.03,Tributos Diferidos,,,,
73,2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,,,,
74,2.02.04,Provisões,11.015,10.912,,
75,2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,11.015,10.912,,
76,2.02.04.01.01,Provisões Fiscais,6.693,5.624,,
77,2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,1.839,3.896,,
78,2.02.04.01.03,Provisões para Benefícios a Empregados,,,,
79,2.02.04.01.04,Provisões Cíveis,2.483,1.392,,
80,2.02.04.02,Outras Provisões,,,,
81,2.02.04.02.01,Provisões para Garantias,,,,
82,2.02.04.02.02,Provisões para Reestruturação,,,,
83,2.02.04.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
84,2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
85,2.02.05.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
86,2.02.05.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
87,2.02.06,Lucros e Receitas a Apropriar,,,,
88,2.02.06.01,Lucros a Apropriar,,,,
89,2.02.06.02,Receitas a Apropriar,,,,
90,2.02.06.03,Subvenções de Investimento a Apropriar,,,,
91,2.03,Patrimônio Líquido,2.642.931,2.380.813,,
92,2.03.01,Capital Social Realizado,1.500.000,648.497,,
93,2.03.02,Reservas de Capital,124.546,108.551,,
94,2.03.02.01,Ágio na Emissão de Ações,,,,
95,2.03.02.02,Reserva Especial de Ágio na Incorporação,,,,
96,2.03.02.03,Alienação de Bônus de Subscrição,,,,
97,2.03.02.04,Opções Outorgadas,,,,
98,2.03.02.05,Ações em Tesouraria,-64.248,-64.248,,
99,2.03.02.06,Adiantamento para Futuro Aumento de Capital,,,,
100,2.03.02.07,Outras Reservas,169.241,169.241,,
101,2.03.02.08,Ágio na Venda de Ações em Tesouraria,3.558,3.558,,
102,2.03.02.09,Opções Outorgadas Reconhecidas,15.995,0,,
103,2.03.02.10,Reservas de Reavaliação,,,,
104,2.03.03,Reservas de Reavaliação,,,,
105,2.03.04,Reservas de Lucros,1.114.731,1.700.007,,
106,2.03.04.01,Reserva Legal,69.356,67.754,,
107,2.03.04.02,Reserva Estatutária,,,,
108,2.03.04.03,Reserva para Contingências,,,,
109,2.03.04.04,Reserva de Lucros a Realizar,,,,
110,2.03.04.05,Reserva de Retenção de Lucros,1.181,1.449,,
111,2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,,,,
112,2.03.04.07,Reserva de Incentivos Fiscais,1.021.363,1.630.804,,
113,2.03.04.08,Dividendo Adicional Proposto,,,,
114,2.03.04.09,Ações em Tesouraria,,,,
115,2.03.04.10,Dividendos Adicionais Propostos,22.831,0,,
116,2.03.05,Lucros/Prejuízos Acumulados,,,,
117,2.03.06,Ajustes de Avaliação Patrimonial,0,10.200,,
118,2.03.07,Ajustes Acumulados de Conversão,-133.030,-142.668,,
119,2.03.08,Outros Resultados Abrangentes,36.684,56.226,,
120,2.03.08.03,Efeito de Aplicação das IAS 29 (Hiperinflação),35.376,53.979,,
121,2.03.08.04,Outros Resultados Abrangentes,1.308,2.247,,
0,3.01,Receita de Venda de Bens e/ou Serviços,,,3.002.467,2.750.431
1,3.02,Custo dos Bens e/ou Serviços Vendidos,,,-1.728.566,-1.631.904
2,3.03,Resultado Bruto,,,1.273.901,1.118.527
3,3.04,Despesas/Receitas Operacionais,,,-928.422,-751.241
4,3.04.01,Despesas com Vendas,,,-560.538,-560.282
5,3.04.02,Despesas Gerais e Administrativas,,,-155.775,-156.677
6,3.04.03,Perdas pela Não Recuperabilidade de Ativos,,,,
7,3.04.04,Outras Receitas Operacionais,,,93.558,265.343
8,3.04.05,Outras Despesas Operacionais,,,-246.923,-118.004
9,3.04.05.01,Amortização do Intangível,,,-12.910,-14.179
10,3.04.05.02,Outras Despesa Operacionais,,,-234.013,-103.825
11,3.04.06,Resultado de Equivalência Patrimonial,,,-58.744,-181.621
12,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,,,345.479,367.286
13,3.06,Resultado Financeiro,,,27.329,19.877
14,3.06.01,Receitas Financeiras,,,90.285,101.501
15,3.06.01.01,Variação Cambial,,,20.409,37.050
16,3.06.01.02,Ganhos em Operações com Derivativos,,,15.013,3.551
17,3.06.01.03,Outras Receitas Financeiras,,,54.863,60.900
18,3.06.02,Despesas Financeiras,,,-62.956,-81.624
19,3.06.02.01,Variação Cambial,,,-17.573,-25.496
20,3.06.02.02,Perdas em Operações com Derivativos,,,-9.129,-10.773
21,3.06.02.03,Outras Despesas Financeiras,,,-36.254,-45.355
22,3.07,Resultado Antes dos Tributos sobre o Lucro,,,372.808,387.163
23,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,,,-98.703,-55.662
24,3.08.01,Corrente,,,-62.658,-30.052
25,3.08.02,Diferido,,,-36.045,-25.610
26,3.09,Resultado Líquido das Operações Continuadas,,,274.105,331.501
27,3.10,Resultado Líquido de Operações Descontinuadas,,,,
28,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,,,,
29,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,,,,
30,3.11,Lucro/Prejuízo do Período,,,274.105,331.501
31,3.99,Lucro por Ação - (Reais / Ação),,,,
32,3.99.01,Lucro Básico por Ação,,,,
33,3.99.02,Lucro Diluído por Ação,,,,
