,Conta,Descrição,31/12/2016,31/12/2015,01/01/2016 a 31/12/2016,01/01/2015 a 31/12/2015
23,2.01.05.01.01,Débitos com Coligadas,,,,
24,2.01.05.01.02,Débitos com Controladas,,,,
25,2.01.05.01.03,Débitos com Controladores,,,,
26,2.01.05.01.04,Débitos com Outras Partes Relacionadas,,,,
27,2.01.05.02,Outros,501.805,347.793,,
28,2.01.05.02.01,Dividendos e JCP a Pagar,,,,
29,2.01.05.02.02,Dividendo Mínimo Obrigatório a Pagar,46.515,46.657,,
30,2.01.05.02.03,Obrigações por Pagamentos Baseados em Ações,,,,
31,2.01.05.02.04,Passivos financeiros setoriais,19.042,0,,
32,2.01.05.02.05,Instrumentos Financeiros derivativos -SWAP,13.510,0,,
33,2.01.05.02.06,"Programas de Pesquisa, Desenvolvimento e de Eficiência Energética",,,,
34,2.01.05.02.07,Obrigações com Contribuição de Iluminação Pública,,,,
35,2.01.05.02.08,Energia livre e encargo emergencial,,,,
36,2.01.05.02.09,Outras Obrigações,83.549,48.800,,
37,2.01.05.02.10,Repasse CCRTB,,,,
38,2.01.05.02.11,Taxas regulamentares,339.189,252.336,,
39,2.01.06,Provisões,,,,
40,2.01.06.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,,,,
41,2.01.06.01.01,Provisões Fiscais,,,,
42,2.01.06.01.02,Provisões Previdenciárias e Trabalhistas,,,,
43,2.01.06.01.03,Provisões para Benefícios a Empregados,,,,
44,2.01.06.01.04,Provisões Cíveis,,,,
45,2.01.06.02,Outras Provisões,,,,
46,2.01.06.02.01,Provisões para Garantias,,,,
47,2.01.06.02.02,Provisões para Reestruturação,,,,
48,2.01.06.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
49,2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
50,2.01.07.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
51,2.01.07.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
52,2.02,Passivo Não Circulante,3.686.333,3.398.879,,
53,2.02.01,Empréstimos e Financiamentos,2.438.990,2.329.232,,
54,2.02.01.01,Empréstimos e Financiamentos,1.878.665,1.431.769,,
55,2.02.01.01.01,Em Moeda Nacional,1.505.670,1.431.769,,
56,2.02.01.01.02,Em Moeda Estrangeira,372.995,0,,
57,2.02.01.02,Debêntures,560.325,897.463,,
58,2.02.01.03,Financiamento por Arrendamento Financeiro,,,,
59,2.02.02,Outras Obrigações,643.638,547.555,,
60,2.02.02.01,Passivos com Partes Relacionadas,,,,
61,2.02.02.01.01,Débitos com Coligadas,,,,
62,2.02.02.01.02,Débitos com Controladas,,,,
63,2.02.02.01.03,Débitos com Controladores,,,,
64,2.02.02.01.04,Débitos com Outras Partes Relacionadas,,,,
65,2.02.02.02,Outros,643.638,547.555,,
66,2.02.02.02.01,Obrigações por Pagamentos Baseados em Ações,,,,
67,2.02.02.02.02,Adiantamento para Futuro Aumento de Capital,,,,
68,2.02.02.02.03,Fornecedores,162,5.778,,
69,2.02.02.02.04,Obrigações com Benefícios Pós-Emprego,493.335,491.635,,
70,2.02.02.02.05,Passivos Financeiros Setoriais,41.439,0,,
71,2.02.02.02.06,Parcelamento Especial,,,,
72,2.02.02.02.07,Instrumentos Financeiros derivativos -SWAP,62.615,0,,
73,2.02.02.02.08,Taxas Regulamentares,46.087,50.142,,
74,2.02.03,Tributos Diferidos,,,,
75,2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,,,,
76,2.02.04,Provisões,603.705,522.092,,
77,2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,603.705,522.092,,
78,2.02.04.01.01,Provisões Fiscais,28.332,28.923,,
79,2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,247.451,175.137,,
80,2.02.04.01.03,Provisões para Benefícios a Empregados,,,,
81,2.02.04.01.04,Provisões Cíveis,303.582,290.086,,
82,2.02.04.01.05,Provisões regulatórias,24.340,27.946,,
83,2.02.04.02,Outras Provisões,,,,
84,2.02.04.02.01,Provisões para Garantias,,,,
85,2.02.04.02.02,Provisões para Reestruturação,,,,
86,2.02.04.02.03,Provisões para Passivos Ambientais e de Desativação,,,,
87,2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,
88,2.02.05.01,Passivos sobre Ativos Não-Correntes a Venda,,,,
89,2.02.05.02,Passivos sobre Ativos de Operações Descontinuadas,,,,
90,2.02.06,Lucros e Receitas a Apropriar,,,,
91,2.02.06.01,Lucros a Apropriar,,,,
92,2.02.06.02,Receitas a Apropriar,,,,
93,2.02.06.03,Subvenções de Investimento a Apropriar,,,,
94,2.03,Patrimônio Líquido,2.269.847,2.513.420,,
95,2.03.01,Capital Social Realizado,1.298.230,1.298.230,,
96,2.03.02,Reservas de Capital,23.254,23.254,,
97,2.03.02.01,Ágio na Emissão de Ações,,,,
98,2.03.02.02,Reserva Especial de Ágio na Incorporação,,,,
99,2.03.02.03,Alienação de Bônus de Subscrição,,,,
100,2.03.02.04,Opções Outorgadas,,,,
101,2.03.02.05,Ações em Tesouraria,,,,
102,2.03.02.06,Adiantamento para Futuro Aumento de Capital,,,,
103,2.03.03,Reservas de Reavaliação,,,,
104,2.03.04,Reservas de Lucros,947.904,1.187.344,,
105,2.03.04.01,Reserva Legal,113.379,113.379,,
106,2.03.04.02,Reserva Estatutária,,,,
107,2.03.04.03,Reserva para Contingências,,,,
108,2.03.04.04,Reserva de Lucros a Realizar,,,,
109,2.03.04.05,Reserva de Retenção de Lucros,834.525,1.073.965,,
110,2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,,,,
111,2.03.04.07,Reserva de Incentivos Fiscais,,,,
112,2.03.04.08,Dividendo Adicional Proposto,,,,
113,2.03.04.09,Ações em Tesouraria,,,,
114,2.03.04.10,Expirados,,,,
115,2.03.05,Lucros/Prejuízos Acumulados,,,,
116,2.03.06,Ajustes de Avaliação Patrimonial,,,,
117,2.03.07,Ajustes Acumulados de Conversão,,,,
118,2.03.08,Outros Resultados Abrangentes,459,4.592,,
119,2.03.08.01,Fundo de Pensão,,,,
120,2.03.08.02,Instrumentos financeiros derivativos - Swap,459,4.592,,
0,3.01,Receita de Venda de Bens e/ou Serviços,,,4.466.988,5.163.415
1,3.01.01,Receita Bruta de Vendas e/ou Serviços,,,,
2,3.01.02,Deduções da Receita Bruta,,,,
3,3.02,Custo dos Bens e/ou Serviços Vendidos,,,-3.959.849,-4.682.076
4,3.03,Resultado Bruto,,,507.139,481.339
5,3.04,Despesas/Receitas Operacionais,,,-380.023,-304.925
6,3.04.01,Despesas com Vendas,,,-222.904,-132.000
7,3.04.02,Despesas Gerais e Administrativas,,,-218.356,-234.481
8,3.04.03,Perdas pela Não Recuperabilidade de Ativos,,,,
9,3.04.04,Outras Receitas Operacionais,,,61.237,61.556
10,3.04.05,Outras Despesas Operacionais,,,,
11,3.04.06,Resultado de Equivalência Patrimonial,,,,
12,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,,,127.116,176.414
13,3.06,Resultado Financeiro,,,-443.319,-211.081
14,3.06.01,Receitas Financeiras,,,443.297,322.464
15,3.06.02,Despesas Financeiras,,,-886.616,-533.545
16,3.07,Resultado Antes dos Tributos sobre o Lucro,,,-316.203,-34.667
17,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,,,94.371,-567
18,3.08.01,Corrente,,,,
19,3.08.02,Diferido,,,94.371,-567
20,3.09,Resultado Líquido das Operações Continuadas,,,-221.832,-35.234
21,3.10,Resultado Líquido de Operações Descontinuadas,,,,
22,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,,,,
23,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,,,,
24,3.11,Lucro/Prejuízo do Período,,,-221.832,-35.234
25,3.99,Lucro por Ação - (Reais / Ação),,,,
26,3.99.01,Lucro Básico por Ação,,,,
27,3.99.01.01,ON,,,-226214,-036022
28,3.99.02,Lucro Diluído por Ação,,,,
